,gene,pval,qval,log2fc,mean
319,SOCS6,1.3596056317477385e-156,2.5123032871412382e-155,-0.27043872706296623,0.16573334847665971
320,CAVIN4,1.1277128168681629e-72,8.55597645326777e-72,-0.04586834153317116,0.1434599111990007
321,OR5E1P,,,0.0,0.0
322,HOXB9,,,0.0,0.0
323,TTLL6,0.013885623599973569,0.025098198785872532,0.053062416640629266,0.0010843789177464658
324,POLH,5.340505006094101e-61,3.4570832779850055e-60,-0.019883534081766494,0.07509479480539258
325,SYT9,1.8331632600479463e-16,5.82108396819292e-16,0.15968231942709304,0.7448090335762922
326,KCNS3,9.869002631934755e-222,2.8880855474806298e-220,-1.0802303818697752,0.0653549606993754
327,KIF5B,5.087679947604536e-185,1.1607831219378925e-183,-0.21248544953662404,0.3668282592652258
328,OR10A2,0.15730335818763108,0.22281847255572587,-1059.7189136483635,2.511508439237794e-05
329,CD14,0.5909929904205794,0.6490837922577227,0.6304185452678587,0.0023349109399979488
330,KRT75,,,0.0,0.0
331,FOXN2,8.59908351822984e-05,0.000190080803046698,0.19902169803634098,1.3356429229830165
332,NFXL1,1.197611480373839e-48,6.473456181756847e-48,0.08163963591422757,0.13301914896033729
333,PWWP2A,6.518296429818101e-60,4.154568928888078e-59,-0.025000053781466334,0.793668427804899
334,USP50,2.4114689649530014e-140,3.8949466088443945e-139,-0.5863757515073162,0.0705886029335771
335,USP47,3.056431771504588e-30,1.2440568674059162e-29,-0.04127204342282599,1.4554807415146316
336,TMED10,8.652878101114003e-75,6.7601386386845545e-74,0.029511777081101184,0.507028990309307
337,FOS,3.696172506444122e-05,8.352008352540265e-05,0.22722888168182548,0.008724436826486626
338,PRDM10,8.85874718913713e-53,5.101813564094663e-52,0.07848536386275018,0.11613719229265558
339,CTHRC1,1.0367506769947732e-46,5.444084108993226e-46,-1.0909964342286178,0.013720335166424581
340,STX8,1.2068128687037325e-189,2.864921116719602e-188,-0.17532841906504046,0.5005318650508013
341,LGALS9B,,,0.0,0.0
342,CLDN20,5.510584057549892e-31,2.267432761995313e-30,-0.41368081319808897,0.021670666501820087
343,CNGB3,2.909700483432497e-12,8.406536838015243e-12,0.07277708001312128,0.015283421819112726
344,FAXDC2,1.190335700338674e-10,3.304974921978004e-10,0.3409363364795527,0.9291570334986513
345,GLB1,7.519793429819245e-134,1.1447030334117973e-132,-0.24198628365631836,0.1303090165509512
346,ZNF282,1.7789464356576255e-17,5.765687061196567e-17,0.2703328951984383,0.047837426888419014
347,MRAP,2.6164781526473867e-21,9.117710862645942e-21,-0.04015387483476569,0.018713406652139473
348,MRGPRX1,,,0.0,0.0
349,PDCD6IP,5.892107226834132e-121,7.841462436494379e-120,-0.13426989365586617,0.7251352419396564
350,C7orf33,0.1655517065987352,0.2331374556804449,-0.10616703063395704,0.0002186697641397093
351,SLC25A32,2.6346602839267e-105,3.002866471378257e-104,-0.07107663526434053,0.21255810484026202
352,FBXW12,2.4133549392837995e-07,6.040045316381459e-07,-0.015046056847515973,0.006229710291469688
353,INTS8,6.025721078842229e-44,3.0385392343309504e-43,0.16557414719664584,0.16849849477591483
354,ATP9B,0.0,0.0,-0.5707125870027092,0.8485917201526648
355,MOGAT2,0.15730335818763108,0.22281847255572587,-1059.2733316984077,1.844170664538499e-05
356,SERPINB7,0.2850542258974924,0.3768156911490736,-0.5551803715675192,0.00034705590761625286
357,GARRE1,0.0,0.0,-0.5056725143208292,0.34268816354971837
358,SERPINB8,2.926191504304713e-31,1.2096533437888486e-30,-0.2573996546592444,0.018987075084319936
359,TUB,0.00883119628787397,0.016357310824003404,0.36544345596589833,0.008143045421498888
360,RIC3,0.0,0.0,-0.7754084389060906,0.2219193437591632
361,OR5P1P,,,0.0,0.0
362,IDH3A,3.5609078141608185e-67,2.520953354425037e-66,-0.06534792534827936,0.10047148854649404
363,ZMAT1,2.3140479201369233e-243,7.523025072786438e-242,-0.3352287677679206,0.4898325230972163
364,XRRA1,3.13514370027017e-32,1.316891690747371e-31,0.10195619723884176,0.692289248978783
365,TRIM66,2.1706437904277173e-44,1.1008368122304923e-43,0.13266499322936695,0.14150144915932814
366,RNF169,2.332095894090434e-131,3.4548024011132865e-130,-0.07694914951749134,0.3894944569691094
367,DENND2B,2.152091934479514e-84,1.891121007553931e-83,-0.5242133912181582,0.0482296580169981
368,SNAPC3,2.02417914613842e-90,1.9276499331708595e-89,-0.036365789480379856,0.2136665747832162
369,TMEM41B,2.8814488672828967e-62,1.9014368677037226e-61,0.06534513582540079,0.35323175042893656
370,ZNF143,5.1526884136398495e-23,1.849008607426121e-22,0.07353358233544065,0.062483099696811616
371,TMX3,4.261894288905136e-73,3.254894692240198e-72,0.04737840956052203,0.20968131233768098
372,PRKCB,0.0,0.0,-0.5165562257133572,0.4718200764782799
373,HDGFL3,4.319368619145608e-160,8.228829156334297e-159,-0.16993587617901465,0.27256450803098387
374,A2ML1,1.6381090205239525e-06,3.966145383491366e-06,-0.1997966279501072,0.004203639810614515
375,BEAN1,1.2707393181683782e-30,5.202848646126321e-30,-0.25340884896848187,0.03683051944273894
376,TK2,1.5088103297038337e-51,8.545962714787494e-51,0.07032376470623135,0.13025457510872043
377,TMED3,2.7102926502703118e-114,3.3869324552508825e-113,-0.32519881231169306,0.09513239263738657
378,SLC38A8,0.002759876722239512,0.005412085582643844,-0.15665444486974997,0.0010412165070814619
379,CPLX4,0.025314819378698568,0.04392149095458108,-1.9407683216395044,0.0003576954363243805
380,TMEM135,4.175522876659368e-152,7.430909511745692e-151,-0.18379806955499042,0.8871239874673155
381,NDEL1,4.310384713525862e-43,2.1462921896858653e-42,0.18938451575003493,0.16922611672275178
382,CENPV,8.53431540675798e-18,2.7856976409517055e-17,0.31412233555018687,0.09238346892047825
383,RRAD,0.46565764875743576,0.5352667732511485,0.7222833000522373,0.0016034538394029383
384,LEO1,3.3785035049673307e-34,1.4631477670637104e-33,0.14074379097812015,0.06891505407431284
385,PPFIBP2,0.19419473177274738,0.2688763279917592,0.4379159673190773,0.36525977572479984
386,C9orf24,5.241409773554603e-09,1.3898545145241664e-08,0.16218041511011094,0.026066798665982903
387,DTX3L,0.01628523230112334,0.02916294219755612,0.177391326931725,0.004730688399606248
388,ABHD6,1.0286723700000046e-75,8.116478492801859e-75,0.015952545307422357,0.4825018747953572
389,ZNF148,1.2646124117764056e-69,9.21833979596415e-69,-0.006877451137536776,0.7017704826193192
390,DNASE1L3,0.13364419969296745,0.19794394737404075,0.3113733544312856,0.00025099758157751166
391,RBM47,0.00027535246305026597,0.0005879226420364939,0.24771962473055648,0.007225153477976046
392,APBB2,0.6975520702718344,0.7489750600658692,0.05103377939653532,3.90640287630214
393,FANCD2OS,1.2591716455205811e-05,2.922572979874828e-05,-0.2597071558693949,0.005191918884064351
394,U2SURP,4.4111667351962024e-32,1.8487985364035387e-31,0.0754468678104036,0.6935518270086534
395,MTMR14,9.152310976131146e-31,3.755345173514419e-30,0.20538782532219643,0.11850141321996598
396,TTC14,8.063030903625542e-207,2.1468735394125813e-205,-0.28341545446910676,0.5602260445456771
397,MTHFD2L,2.6373243842525417e-23,9.508642476229215e-23,0.23322428350528718,0.3452492609286539
398,CXCL1,0.3173298659080288,0.3768156911490736,1060.6501646182614,4.789267747344885e-05
399,RCHY1,3.1312978752063894e-143,5.182828481368977e-142,-0.24313710868767094,0.16737865222973572
400,PLSCR2,0.011238456666057696,0.020595819147233435,-0.38552493473916,0.0007383614256157484
401,GYG1,1.0122489702864508e-35,4.501483457732767e-35,-0.010997765994886872,0.044432499474074245
402,FAM219A,3.887887042537681e-75,3.0505822095298752e-74,0.011187497571154986,0.16132953327067448
403,HPS3,7.644575681480019e-92,7.420984015687941e-91,-0.10823817231552946,0.1342954071195487
404,RYK,2.605457751200649e-64,1.7746362394752794e-63,0.0869088648515722,0.3083692603986538
405,SNRK,9.930514414836423e-60,6.310414613644052e-59,-0.028019804509195726,0.09610678050502083
406,SLC4A1AP,1.2704687851582523e-49,6.97613512784259e-49,0.05598480593994591,0.08743092175222321
407,SPDYA,7.696297716879729e-28,3.009177379256557e-27,-0.02247396040905361,0.034162798826054816
408,KIF15,9.727138394191499e-17,3.1108227891177146e-16,0.021400255370319216,0.016929592698093514
409,TGM4,0.07358784684703197,0.11705607400182073,-1.3748084639726752,0.0003258777449427494
410,WDR43,2.8121478661315687e-84,2.4660174452323364e-83,-0.022328776073122336,0.16962816916938372
411,ZDHHC3,1.934351219836163e-32,8.150243301802222e-32,0.08373485305201477,0.05997293017751286
412,CDCP1,0.9995157805947941,1.0,0.2880174912722372,0.000619592978202329
413,SLC6A20,0.005341513626722223,0.010166459473768426,-1.1180718951991044,0.0004442318351754464
414,LZTFL1,1.8878017068232466e-19,6.354715136794711e-19,0.13712932328182567,0.05435919010390081
415,FYCO1,5.296033024751715e-85,4.6993351259685575e-84,-0.19771603170117819,0.10299143916326489
416,RTP3,,,0.0,0.0
417,LRRC2,0.15560919004245874,0.22281847255572587,0.2782128912520726,0.002093061029383475
418,TOPBP1,4.028731505718478e-14,1.215959504363795e-13,0.29779709609836036,0.07915163532699106
419,OR2D2,,,0.0,0.0
420,TVP23A,0.6721370219139772,0.7233375175530675,0.5246819979127458,0.004811884730042629
421,OR10A5,,,0.0,0.0
422,CCDC178,0.0019069573868115285,0.003807519276439389,0.0020307898387083518,0.003476874948733714
423,MS4A15,0.16544341381100058,0.2331374556804449,-1.703360640389933,0.00021948272988984202
424,AKTIP,1.0727968058204832e-74,8.372737381272439e-74,-0.039645291242829145,0.10658886132654409
425,MAPRE2,0.0,0.0,-0.72807493314251,1.8395575680891627
426,EVA1C,0.016946149289041895,0.030245558376010596,0.27174943040725036,0.7380472646783391
427,MARS1,3.5424205684512547e-35,1.5580435010865716e-34,0.15862114260474375,0.09585395911291338
428,NUDT21,7.065671444033986e-116,8.955961854976146e-115,-0.14486850967035092,0.14556917808250794
429,TERB2,0.05878071001714268,0.09483666213893845,-0.6889737053359486,7.233608159462357e-05
430,AL357033.1,,,0.0,0.0
431,MEI1,1.9464392447298215e-06,4.696847884907895e-06,-0.16776596835995927,0.005105595535464975
432,B4GALNT2,0.023579357987295893,0.04121195862531872,-0.4365995880018158,0.0012636969351572298
433,SUN5,0.045495944651440565,0.0751347900875225,-1060.8138772116245,5.364775077347033e-05
434,SAMD14,0.790343104173197,0.8321217208324947,0.9429628991449935,0.002704009107782354
435,TMEM92,0.08326246088475368,0.12918039568839096,-1061.4678926253075,8.441697307448849e-05
436,TGM6,0.045556467298967555,0.07518071167150689,0.038861224972490116,0.0005581356953391676
437,FAM102A,1.5559170969942985e-09,4.192909910861925e-09,0.4533051002142356,0.5218725897256612
438,SP2,8.509121135193714e-53,4.904909735146005e-52,-0.13454839384326478,0.05833906481832013
439,FBXO22,2.724782677362184e-106,3.1412910612058683e-105,-0.1086020416935124,0.17065919637128657
440,TBC1D2B,4.54580136208645e-29,1.8210926663675524e-28,0.040979444526170285,0.06358335920242998
441,SNX20,0.5272256190152043,0.5967151867597527,0.8170686114471187,0.00015334250035384443
442,LOXHD1,0.013960572901521338,0.025228882028731078,0.3148316419783927,0.0038599807766367747
443,KATNAL2,6.5808644975253e-304,2.875505723448498e-302,-0.6626380959802335,0.17772032361872528
444,HDHD2,1.4322897342563975e-86,1.2984321545238463e-85,-0.1507361573395555,0.10574261786174105
445,ZNF91,6.360289067736118e-82,5.397321471244578e-81,-0.01910052000638238,0.44677423578072367
446,IGF2,0.10599056636683722,0.16015436864329125,-0.7104704715183627,0.0006804659071389486
447,RNF214,2.6778357408677686e-60,1.7150932492611149e-59,0.06150107014326788,0.1420781821635704
448,CDK12,1.3545173193221006e-165,2.6866121239360062e-164,-0.2045161480580185,0.2567269521032337
449,MS4A5,0.12654371495645125,0.18903664342784857,-0.9203032391248461,0.00037823077032380075
450,MTMR10,1.9914431976657704e-280,7.750558602396443e-279,-0.3767802202160488,0.707728024355143
451,ZNF606,1.248446831209065e-27,4.8623450028342835e-27,0.21188474225197274,0.06960833151928619
452,ANKRD40CL,0.007288408276497106,0.01365438745948927,-1.2655429663551423,0.0002550803652769978
453,DIS3L,2.5240776666628805e-62,1.6673440924963432e-61,0.07380855672409933,0.14247429237535175
454,SCG5,1.194489993934358e-140,1.9342310985502296e-139,-0.03698176089399177,0.3649538170867501
455,BRD7,2.317013519896064e-95,2.3423414469376444e-94,-0.021310094874956685,0.25973660593241404
456,DPCD,3.177910076098942e-07,7.919728544674072e-07,0.16817129645221043,0.01118713828461864
457,API5,1.3986165240553031e-65,9.678548274528724e-65,0.06237566573839924,0.181838068081425
458,SENP8,5.652728027198425e-35,2.4781986341308756e-34,-0.1181926931667386,0.03150135514244405
459,ALKBH3,1.5141013177298216e-78,1.2361321707336975e-77,-0.11206055280542629,0.09843925534197108
460,COPS2,2.714968411856131e-150,4.756125353036428e-149,-0.13830286025511446,0.2663987005536904
461,TBATA,0.011408745422633468,0.02085473124607467,-2.4118015296205515,0.0001609557758917074
462,SGPL1,1.8482333582076786e-175,3.923197070441725e-174,-0.4368396743384319,0.12433834001614158
463,FRS2,4.308851060306346e-199,1.0879777541404401e-197,-0.20929256560709172,0.5017875236403261
464,ARIH1,5.049338145767622e-84,4.4166639584489886e-83,-0.05834066038069913,0.6995830732446536
465,C16orf71,1.6837568608575506e-05,3.8761708605156415e-05,0.13590470534245133,0.005071959438960369
466,COX11,6.152941573739105e-95,6.193906997162678e-94,-0.09562865125804641,0.12107410236326306
467,FAM227B,7.72129592632354e-102,8.42488022293183e-101,-0.043375244555400816,0.30758366979047164
468,STXBP4,4.841768714118922e-117,6.21986080732836e-116,-0.12884512245626895,0.1986054870185223
469,CYYR1,3.7176689941528305e-05,8.398092370617842e-05,-1.3210115129491775,0.0012017794937052722
470,CUL5,2.0258304573554335e-66,1.4178580471373388e-65,0.038759224501310106,0.5115403550440244
471,WBP1L,1.1531014264226593e-83,1.0035511774681627e-82,-0.05686174981714576,0.15000490684858125
472,C2,1.1625865641037428e-22,4.145706435702462e-22,-0.4678826845615905,0.01441438907420162
473,OR5M13P,,,0.0,0.0
474,CHRFAM7A,0.008147511515492962,0.015136597774797056,-1061.3465654039478,7.760802701474249e-05
475,WDR88,1.8651330958917148e-32,7.860336380894383e-32,-0.009613196303037716,0.04607343956735406
476,IFTAP,5.915625649474292e-50,3.267572752917795e-49,-0.0007573731917190374,0.07922910785116596
477,POTED,0.3173298659080288,0.3768156911490736,-1058.3659828923983,9.83245352306633e-06
478,USP54,0.02275230478746967,0.039854188902729376,0.03265037541677651,2.7730399383279174
479,NMNAT3,0.03179048790067874,0.054491032884594955,0.5274571825064599,0.10903453583959612
480,MSS51,1.7115489468771216e-18,5.664330580553469e-18,-0.30005401486048916,0.011906808204477884
481,ILK,2.186502844262086e-33,9.348084758984964e-33,0.2156601795532547,0.09772671707250576
482,TRIM44,2.833839178052118e-290,1.1660360730252893e-288,-0.3617929677195587,0.832623148287322
483,C11orf65,2.5314823678930884e-136,3.925703751789273e-135,-0.16896972846811004,0.2244656075440263
484,NUDT13,3.733713815519899e-44,1.888266044583743e-43,-0.029031370353191106,0.05122278806694377
485,SYNPO2L,1.5530594080744588e-06,3.767407497705038e-06,0.04130013238397892,0.007970726815849333
486,ANAPC16,1.2260463434663775e-47,6.5262388626370375e-47,0.09030139223808487,0.5400892168278303
487,NETO1,3.034285429083393e-34,1.3157203074876004e-33,-0.31423541368103297,0.021599501686411237
488,DCAF13,8.385637986907507e-73,6.37362015912926e-72,-0.190163397116014,0.07423706377933097
489,ZMYM6,4.482034588756771e-175,9.482203325975041e-174,-0.2624802241816808,0.203791121090542
490,SLC9B1,1.2220650629037414e-181,2.722989650687623e-180,-0.37339639487093235,0.19549860398453034
491,SLC13A4,9.666626841544137e-08,2.458074051765314e-07,0.30837688259463314,0.02005449735045807
492,PGAM2,0.005063488773206519,0.009660943877652218,0.1074421879926041,0.0024648355383469177
493,INTU,0.0,0.0,-1.3269239876657661,0.43868350665122685
494,CFAP53,1.4563174986223233e-20,5.008449258282134e-20,-0.06016689111642671,0.021734879547175515
495,CDC25A,0.9999355006639914,1.0,0.12404755996457036,0.00020779020340175834
496,SGO2,1.1820065407639189e-47,6.297093570495922e-47,-0.1930674946686152,0.044242776538265034
497,CLASP2,6.783343354396286e-10,1.8456080297715457e-09,0.057002010299895586,6.653455839255503
498,SUCLG1,2.2947500424203755e-99,2.4375401760886854e-98,-0.036523391467054175,0.2441795765534837
499,PRKCI,3.5997394736804864e-72,2.713836039299048e-71,0.02455226497976404,0.18205898361349668
500,MNDA,0.1173073073305947,0.17571221215059354,0.0638805703679422,0.0007519854376692524
501,PYHIN1,0.8516932356206162,0.8892936796365327,1.7315465078456416,0.0004318416931524162
502,AIM2,0.018591548316895443,0.033034972296925216,-0.9319156641833574,0.00047064747925257955
503,EFHB,1.5662545555237118e-71,1.1685418264061967e-70,-0.5923626371334324,0.03001571993995974
504,EIF5A2,1.4320024487139696e-61,9.352443829430865e-61,-0.11955641570551329,0.07532962111264667
505,CHMP4C,0.3173153474226038,0.3768156911490736,-1.3852211214493353,7.121178859499237e-05
506,SLC2A2,1.261499405025094e-15,3.9346472110564944e-15,0.12925922328550485,0.01693761065246487
507,PPM1L,3.899783106670599e-29,1.5641003782143492e-28,0.19886399078624928,0.3078233062525685
508,ICA1L,4.283092868024237e-237,1.3487140864252851e-235,-0.34046960239208784,0.31004169198501946
509,RYBP,7.332527660869883e-40,3.4788191873299006e-39,0.23728793725167813,2.387922642583385
510,PPP4R2,1.5489057653473619e-52,8.893370625567387e-52,0.01817990483568132,0.6212333432975642
511,CD200R1,0.017543776579477782,0.03127704357249029,-0.29559310853312804,0.0018794965753121664
512,GTPBP8,5.3867638846053295e-58,3.348775942751383e-57,-0.014580659925569358,0.08322499874354922
513,NEPRO,7.466597988460695e-85,6.60995159285152e-84,-0.040024200279625506,0.14279416134919712
514,SPICE1,1.3157363309509402e-10,3.648896257507295e-10,0.44676602632387913,0.06571057308037125
515,FAM86KP,0.0017440294720420572,0.003490990855988782,-1.275699333921999,0.0002565254549547102
516,CCDC191,1.1028318235912736e-177,2.386149809339847e-176,-0.3174822405137622,0.16168826418964471
517,WDFY3,3.5333176161443566e-126,4.964102795366235e-125,-0.18188490639817964,1.8844123151082706
518,COX18,2.2559334238363755e-100,2.422648684188658e-99,-0.30967788444739136,0.07519201696328712
519,C3orf49,2.221809939537772e-21,7.753036204438886e-21,-0.3684426699567416,0.013679918849524205
520,C4orf36,1.4762997671379617e-11,4.1958804809406696e-11,-0.020262530398937818,0.010662453399084289
521,RPL22L1,2.2431197079335702e-09,6.017979658617441e-09,0.42834247987909774,0.0564096232862451
522,ATXN7,4.528898469277076e-192,1.0942301171616685e-190,-0.275547792198506,0.2306151214365043
523,COL1A2,0.3711986432665133,0.4358688659499193,-0.06669901234154317,0.0003266865878988706
524,ZNF704,6.023422000257398e-09,1.5933381356137696e-08,0.2474105024899317,1.6165169111960058
525,VIRMA,8.987389522045585e-77,7.181994873510506e-76,0.05242663466744863,0.21315908389443658
526,GEM,0.4542482196958687,0.5227984554718779,0.2781530307612459,0.0011541774851666804
