,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SULT1A3,51.33925729,-0.077654263,0.367100251,-0.211534215,0.832470436,0.929818305
RWDD3,748.8854421,-0.264859725,0.122310252,-2.165474442,0.030351371,0.105639615
TP73-AS1,229.3476862,-0.073018747,0.180430646,-0.40469149,0.685704298,0.852138877
AC010998.1,11.86325579,-1.80267871,0.775044021,-2.325904932,0.020023623,0.075809538
RPL5,2070.61212,0.17212033,0.103899418,1.656605332,0.097599294,0.255170907
ZNF793-AS1,150.76039,-0.334696019,0.221111075,-1.513700834,0.130101733,0.313938991
AC004825.2,8.317567921,0.295232171,0.847676034,0.348284202,0.727626757,0.876976086
AC016180.2,0,NA,NA,NA,NA,NA
SRM,376.4272755,0.110991259,0.163830057,0.677477999,0.498102724,0.726676457
RUNX2-AS1,0,NA,NA,NA,NA,NA
FBXO2,299.8927098,-1.248697467,0.185063823,-6.747388279,1.51E-11,2.83E-10
AC008507.1,15.54048687,-0.157795168,0.651769169,-0.242102841,0.808700477,0.91904398
TBC1D3B,0.951901811,0.67585521,2.416431149,0.279691483,0.779714214,NA
AC017074.1,52.64800496,-0.354964801,0.347519561,-1.021423945,0.307053625,0.551038305
LAMTOR2,283.3273642,-0.089836329,0.17817792,-0.504194509,0.614124699,0.808351324
DDB2,311.159794,-0.414167467,0.168916515,-2.451906298,0.014210166,0.057590898
AC007204.2,0,NA,NA,NA,NA,NA
MAD2L2,216.1210966,0.576732243,0.17890882,3.223609889,0.001265857,0.007339515
ACP2,125.1855017,0.360577071,0.235786129,1.529254805,0.126201289,0.30751219
AC114684.1,0.232688494,0.676692981,4.020028708,0.168330385,0.866323371,NA
AC073476.2,23.22305219,0.638626216,0.508067469,1.25697128,0.208764036,0.432838347
RTL8C,1081.317406,-0.181570854,0.112228474,-1.617867971,0.105691054,0.270441878
PHOSPHO2,10.41976759,-0.629794146,0.742629707,-0.848059457,0.396404859,0.64118515
OR1X1P,0,NA,NA,NA,NA,NA
ACKR3,5.315446257,-1.423908596,1.101127754,-1.293136597,0.19596382,NA
AC079416.2,0,NA,NA,NA,NA,NA
AC068473.5,3.45493442,-2.333384555,1.544955266,-1.510324996,0.130960517,NA
LINC00558,0.495361497,-2.11755979,3.362561532,-0.629746034,0.528860759,NA
MIS18A-AS1,94.0833034,-0.196475942,0.25985119,-0.756109457,0.449583572,0.686232644
LINC01976,5.422581634,-3.017648012,1.272643177,-2.371165828,0.017732073,0.06887222
AC009132.1,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
TPM3,796.8364392,-0.448882454,0.116268438,-3.860742092,0.000113043,0.00085809
TRAV13-2,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AC136944.4,0.308118753,0.641776481,4.076050721,0.157450563,0.874889767,NA
JTB,661.8440415,0.444317204,0.125837379,3.530884123,0.000414173,0.002739019
AC073073.2,14.3814414,0.149210666,0.632179998,0.236025603,0.813412803,0.920788921
ADAM15,664.8120747,0.082720508,0.121208138,0.682466619,0.494943944,0.723691846
AL121955.1,0,NA,NA,NA,NA,NA
AC013391.3,2.187864244,0.034626038,1.541667502,0.022460121,0.982080923,NA
CERS2,1577.706461,0.309260995,0.120682379,2.562602734,0.010389085,0.044659126
HHIPL2,1.825521203,-0.603924185,1.785035349,-0.338326177,0.735117399,NA
Metazoa_SRP,21.47617461,-0.578114862,0.52509816,-1.100965317,0.270911752,0.510206749
Metazoa_SRP,0.656989514,1.039191038,3.26759324,0.318029498,0.750462561,NA
AC005674.2,56.96640104,0.629270385,0.347835182,1.809105053,0.070434684,0.202440197
DNM1P31,0,NA,NA,NA,NA,NA
CRNN,0,NA,NA,NA,NA,NA
EEF1A1P38,0,NA,NA,NA,NA,NA
LSP1P4,257.64888,-1.343113199,0.189068948,-7.103827529,1.21E-12,2.50E-11
SLC2A1,287.6038773,0.15857581,0.17600348,0.900981106,0.367598365,0.612839504
BEAN1-AS1,2.430246821,-0.90303588,1.566576913,-0.576438905,0.564318554,NA
RN7SL625P,0,NA,NA,NA,NA,NA
AL121574.1,48.25081279,-0.379490914,0.380983199,-0.99608307,0.319209785,0.56366533
GALE,49.59592174,-0.603981281,0.360017195,-1.677645651,0.093416295,0.247216597
AC012414.6,0,NA,NA,NA,NA,NA
AC012615.1,242.7208525,-0.147752302,0.172090082,-0.858575343,0.390574846,0.636034221
AP002383.5,0,NA,NA,NA,NA,NA
AL596244.1,262.9486995,-0.227718684,0.190488189,-1.195447789,0.231912124,0.463530714
NPIPB14P,413.8535188,0.077807572,0.142921377,0.544408215,0.586160594,0.79060659
AC096996.2,0.323773573,-1.006458945,4.039666784,-0.24914405,0.803249356,NA
APH1A,330.1993085,0.591629661,0.162716453,3.635954761,0.000276953,0.001916993
AL691432.3,0,NA,NA,NA,NA,NA
MIR3908,0.171587924,-0.608502408,4.047803823,-0.150329027,0.880505033,NA
AC008379.2,0.171587924,-0.608502408,4.047803823,-0.150329027,0.880505033,NA
HERC2P7,110.9346378,-0.019888892,0.241188234,-0.082462115,0.934279243,0.973605727
C1orf56,1535.076928,-0.344918371,0.102937578,-3.350752724,0.000805922,0.004923275
AC093673.2,45.7490603,-0.672074673,0.372030955,-1.806502021,0.070839959,0.203312398
LINC01746,1.148183127,-0.550697341,2.239894973,-0.245858555,0.805791728,NA
MRPL9,216.9626006,0.130783693,0.180812104,0.72331271,0.469487786,0.703070918
DOCK7,870.4025631,-1.027116018,0.135526801,-7.578693023,3.49E-14,8.06E-13
AC138304.1,7.629761443,-2.149480688,0.958536187,-2.2424617,0.024931548,0.09024681
MIR320A,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
LINC00620,2.039301454,0.070503577,1.597141381,0.044143604,0.964789936,NA
AC099522.2,169.1594883,-0.045376155,0.207485035,-0.218696037,0.826886837,0.927301115
Z83847.1,2.84830076,-0.915278036,1.450327166,-0.631083839,0.527985707,NA
AC106782.2,0,NA,NA,NA,NA,NA
AC099521.2,2.681355585,-0.863593481,1.437778339,-0.600644381,0.548076871,NA
TRAV29DV5,0,NA,NA,NA,NA,NA
THNSL2,422.3758977,0.144127153,0.145948649,0.987519614,0.323387972,0.567958476
RPL7AP22,0,NA,NA,NA,NA,NA
CRYZ,166.8544402,-0.064734169,0.206033794,-0.314191995,0.753375222,0.890122349
Metazoa_SRP,0,NA,NA,NA,NA,NA
Metazoa_SRP,0.248343314,-1.000888079,4.038294072,-0.247849231,0.804251062,NA
KPNA2P3,74.04525572,0.050051635,0.285394022,0.175377308,0.86078317,0.942725982
AC007216.2,20.9133518,-0.61811208,0.582797182,-1.060595519,0.28887376,0.531493099
LINC01802,2.923425778,-1.306219202,1.45455488,-0.898019882,0.36917495,NA
DQX1,3.293263729,-0.576482119,1.408692548,-0.409232036,0.682369386,NA
AC064805.1,0.323773573,-1.006458945,4.039666784,-0.24914405,0.803249356,NA
PLEKHM2,587.9402832,-0.048964256,0.128006272,-0.382514508,0.70207977,0.861390108
MIIP,185.7419303,-0.117816099,0.190659944,-0.617938391,0.536615951,0.75544482
MFN2,375.3679495,0.175257509,0.145754981,1.202411799,0.22920402,0.459864096
AC018521.7,0.963581237,0.265945206,2.479354534,0.107263887,0.914579633,NA
AC010536.1,5.436247497,-0.354028247,0.994180259,-0.35610066,0.721765183,0.873550004
OLFML3,5.577303715,0.52248714,1.001217594,0.521851736,0.601773565,0.800626465
GNL2,230.5949322,-0.093441812,0.175815779,-0.531475684,0.595089187,0.796333863
ANKRD26P1,15.01318274,-1.436428551,0.727004801,-1.975817145,0.048175491,0.15202166
DSC2,2.582355168,-1.348008465,1.565441916,-0.861104108,0.389180707,NA
MAP7D1,1911.123677,-0.210824263,0.109079767,-1.932753148,0.053266615,0.164150866
AL136038.5,47.94935666,0.200442783,0.353497839,0.567026898,0.570695907,0.780123979
AL662797.1,2.937244801,-0.881076989,1.480980572,-0.594928121,0.551891519,NA
AC104758.3,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
CATIP-AS1,0.479908575,1.531655314,3.440874761,0.445135444,0.656221876,NA
AL049548.1,1.012800483,-0.8679761,2.421469498,-0.358450148,0.720006469,NA
SNRNP200,517.0219062,0.206800298,0.130928619,1.579488881,0.114223965,0.285857303
AL160286.3,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
Metazoa_SRP,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
CIAO1,689.8420546,0.241086693,0.128936341,1.869811812,0.061509956,0.182786693
ABHD1,60.88759597,-0.182215181,0.311397169,-0.585153621,0.558444427,0.770234536
SNRPG,525.5233161,-0.155027764,0.132226167,-1.172443905,0.241018881,0.474888698
TMEM9,342.5627973,0.569048574,0.14969485,3.801390466,0.000143886,0.00106013
LDB3,6919.874624,-0.436751264,0.084647969,-5.159618925,2.47E-07,2.93E-06
AC140912.1,9.167798808,-0.225129864,0.793373075,-0.283762924,0.77659207,0.902465723
AC137590.2,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC134312.4,6.732277503,-0.555416282,0.921512643,-0.602722367,0.546693399,0.76232097
KIAA2013,561.1842008,0.426322191,0.144092183,2.958676739,0.00308963,0.015989125
AC079341.1,0,NA,NA,NA,NA,NA
AL133351.3,0,NA,NA,NA,NA,NA
DOCK9-DT,30.15984395,-0.489656966,0.436264412,-1.122385766,0.261698454,0.499402894
FXYD1,61.35993908,0.238710459,0.320844382,0.744006979,0.456872253,0.691912027
AC005625.1,0,NA,NA,NA,NA,NA
AC026462.3,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC067852.2,47.36559581,0.153647734,0.354576913,0.433326954,0.664777259,0.83983845
AC139795.3,70.9307577,-0.571872594,0.292135836,-1.957557147,0.050282,0.157232596
CTDSPL,1187.794269,-2.180053762,0.333106115,-6.544622462,5.96E-11,1.06E-09
RETREG2,474.7296046,0.571921458,0.139001875,4.114487354,3.88E-05,0.000320823
AC079355.2,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AARSD1,274.5945898,0.182048713,0.178124329,1.022031713,0.306765891,0.550843106
Z93242.1,0,NA,NA,NA,NA,NA
AC009021.2,2.770280908,-0.208370385,1.497751097,-0.139122172,0.889353608,NA
AC138907.3,0,NA,NA,NA,NA,NA
ATP5PB,786.6902194,0.136518641,0.120889748,1.1292822,0.258778808,0.495711181
SLC25A38,152.0017657,0.160714755,0.210881375,0.762109767,0.445994494,0.683268854
AC022167.3,0.86458082,-1.038699229,2.555414755,-0.406469919,0.684397355,NA
ZMIZ2,611.7208957,0.267236884,0.124227093,2.151196472,0.031460695,0.108796035
U91328.1,5.139220204,-0.201193603,1.068179811,-0.188351812,0.850600872,NA
SLC22A14,32.00476555,-0.590225372,0.432397767,-1.365005598,0.17225129,0.381118047
DAP3P1,107.6799847,0.140994332,0.245968589,0.573220886,0.566495144,0.776975907
MECR,377.8859545,-0.143753171,0.15241823,-0.94314946,0.34560446,0.591333733
NARS1,649.7147289,0.180551843,0.125397259,1.439838829,0.149913003,0.346391792
CLCP2,0.960738485,-1.202237194,2.417732402,-0.497258172,0.619007004,NA
SALL1P1,0,NA,NA,NA,NA,NA
RNU6-851P,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
BX255925.1,0,NA,NA,NA,NA,NA
PMS2,163.4008028,-0.08286306,0.2018127,-0.410593881,0.681370351,0.849277048
EAF1,255.0691408,-0.030167553,0.17239064,-0.174995309,0.861083319,0.942837404
SCAMP3,582.5205059,0.327873956,0.135419313,2.421175742,0.015470396,0.061647353
AL008628.1,4.53007751,-0.692052876,1.165960509,-0.593547441,0.552814844,NA
GMPPA,139.173318,0.264093791,0.21375127,1.235519168,0.216637347,0.443300488
AC109309.1,0,NA,NA,NA,NA,NA
RARRES2P6,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
STK11IP,163.1041709,0.176295482,0.200956134,0.877283403,0.380332724,0.626112562
AC115619.1,0,NA,NA,NA,NA,NA
AC006116.3,0,NA,NA,NA,NA,NA
TMEM241,376.0414996,-0.597185271,0.147734137,-4.042297081,5.29E-05,0.00042848
AC002101.1,1.813696931,-1.135424876,1.979153016,-0.573692315,0.56617603,NA
CTDSP1,423.2175808,0.505786821,0.139149859,3.634835299,0.000278158,0.001922327
ECHDC3,34.54041189,-1.790526466,0.513600375,-3.486224998,0.000489889,0.003177952
AC131238.1,0.719011419,-1.347293758,2.742630292,-0.491241478,0.623255666,NA
ACKR2,48.54527175,-0.866825393,0.356827647,-2.429255132,0.015129881,0.06060725
GADL1,2.45079728,-0.47064828,1.605844536,-0.293084585,0.769457499,NA
CCDC90B,1383.885536,-1.14164095,0.110703701,-10.31258156,6.18E-25,2.85E-23
AC067942.1,0,NA,NA,NA,NA,NA
AL158055.1,17.66242581,-0.871130426,0.664682939,-1.310595435,0.189994482,0.406221008
IGLV1-47,0,NA,NA,NA,NA,NA
TMEM214,147.1757836,0.203113542,0.211779156,0.959081837,0.33751752,0.583220789
COQ6,279.3209171,-0.065566921,0.164301497,-0.399064662,0.68984556,0.854242241
LINC00853,2.275629439,-1.257178198,1.691163917,-0.743380453,0.457251375,NA
IL9RP3,6.903192281,-0.247897376,0.899919279,-0.275466235,0.782958063,0.90602653
AL135786.2,3.298246079,1.009492565,1.407455786,0.717246378,0.473222087,NA
GTF2A2,655.5378305,-0.120287372,0.143519967,-0.838122907,0.401961679,0.645974882
ELL2P4,0,NA,NA,NA,NA,NA
AC100832.2,0.248343314,-1.000888079,4.038294072,-0.247849231,0.804251062,NA
DANCR,591.3506681,-0.169277047,0.137408812,-1.231922793,0.217977926,0.444849625
FLVCR2,37.04261249,-5.449129019,0.843624396,-6.459188526,1.05E-10,1.83E-09
AC024257.4,0,NA,NA,NA,NA,NA
ABCD4,860.8369927,-0.261596061,0.117576661,-2.224897867,0.026088095,0.093492561
SERF2,3087.043292,-0.078081001,0.116963267,-0.667568569,0.504409027,0.730429997
MAPK6P6,0,NA,NA,NA,NA,NA
STON2,488.695008,-3.482899608,0.169987837,-20.48911071,2.69E-93,9.60E-91
SLC41A2,139.7096436,0.209226606,0.228282221,0.916526069,0.359391041,0.605965309
FLNB,1410.846411,-1.646387492,0.106544404,-15.45259476,7.25E-54,9.21E-52
SLC27A2,6.970868592,0.44844374,0.907754581,0.494014296,0.621296083,0.812608157
LINC00672,234.2572507,-0.372124483,0.185087177,-2.010536273,0.044374461,0.142923668
U1,2.090959656,-1.19596216,1.682040624,-0.711018594,0.477072713,NA
SPRY2,474.8287527,-0.887020054,0.152331736,-5.822949802,5.78E-09,8.37E-08
SMIM11B,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AC018635.2,2.273315079,0.193110889,1.526760018,0.126484115,0.899348723,NA
AC023824.3,53.73025535,-2.937549906,0.409722205,-7.169613627,7.52E-13,1.57E-11
AC125421.2,0,NA,NA,NA,NA,NA
AC010776.3,0,NA,NA,NA,NA,NA
IGLV7-46,0,NA,NA,NA,NA,NA
WARS1,244.76129,-0.038149805,0.172033726,-0.221757712,0.824502501,0.92601281
AC015563.1,0,NA,NA,NA,NA,NA
KLHL29,92.66018714,-0.57366925,0.274514217,-2.089761528,0.036639227,0.122841982
SAP30-DT,862.7008791,-0.812267257,0.124851677,-6.505857794,7.73E-11,1.36E-09
CLBA1,41.42652219,-0.513287821,0.375176154,-1.368124856,0.171272998,0.379751623
AL034548.1,0.343175848,-0.88186285,4.019528115,-0.219394622,0.826342659,NA
AL024507.1,2.066104786,-0.413848629,1.723108887,-0.240175552,0.810194165,NA
FBLN5,34.53987198,0.14501986,0.415818572,0.348757534,0.727271347,0.87693387
SLC24A4,26.34147582,-0.485581969,0.476861411,-1.018287406,0.308541392,0.55268458
FAM181A,1.406915096,0.282229772,2.010831145,0.140354785,0.888379681,NA
SUPT7L,546.5074111,-0.001975805,0.131250655,-0.015053674,0.98798936,0.994512078
JDP2,94.67785895,-1.44298019,0.26912627,-5.361721808,8.24E-08,1.05E-06
RN7SL555P,0,NA,NA,NA,NA,NA
AC106052.1,19.0270575,-0.491523476,0.550525576,-0.892825869,0.371950431,0.617533803
CKAP2,79.44091865,-0.138592024,0.30780065,-0.450265534,0.652518988,0.832022985
EEF1DP7,0,NA,NA,NA,NA,NA
MORN3,4.621001111,-0.318070435,1.102625001,-0.288466554,0.772989629,NA
AL139327.1,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
AC015819.1,0.232688494,0.676692981,4.020028708,0.168330385,0.866323371,NA
H3P44,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
ESD,994.42381,-0.202434512,0.113867002,-1.777815428,0.075434174,0.212148806
RN7SL198P,0,NA,NA,NA,NA,NA
KRT71,0.171587924,-0.608502408,4.047803823,-0.150329027,0.880505033,NA
RAB20,4.222997815,-0.161951185,1.126792522,-0.1437276,0.885715576,NA
SETD1B,121.8241609,0.316757641,0.229329079,1.381236268,0.167206327,0.373771231
AL353608.2,0.83543347,-0.214217645,2.767660692,-0.077400256,0.938305137,NA
IGLV5-48,0,NA,NA,NA,NA,NA
RHEX,2.594464431,-1.022468793,1.466646665,-0.697147321,0.485710603,NA
PDZRN3,106.125946,-0.711238382,0.268233155,-2.651567744,0.008011904,0.035921146
MT-TR,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
A1BG,692.6193888,-0.444708014,0.139404253,-3.190060598,0.00142243,0.0081448
AC018648.1,18.35128319,-0.388302596,0.594471238,-0.653189879,0.513633874,0.738035727
AC005828.5,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
AL353708.3,181.7975936,0.003645987,0.192234127,0.018966387,0.98486792,0.993397596
NBPF11,863.231846,-0.6117279,0.121660958,-5.028136452,4.95E-07,5.57E-06
RPS29P10,0,NA,NA,NA,NA,NA
KDELR2,25.40196201,0.124085804,0.482540433,0.257151103,0.797062129,0.913691256
AC093787.1,0,NA,NA,NA,NA,NA
ALDH6A1,684.2870813,0.088603895,0.122659619,0.722355859,0.470075718,0.703617737
DPPA4,0.82342755,-1.329545466,2.619491451,-0.50755862,0.611762917,NA
AC053481.2,4.54563631,-0.072744479,1.180532288,-0.061620067,0.950865396,NA
LRCH1,314.0023655,-3.743718879,0.24387667,-15.35086928,3.49E-53,4.32E-51
VILL,20.90222661,-0.76380813,0.531186942,-1.437927159,0.150454723,0.347353071
AC091812.2,0,NA,NA,NA,NA,NA
AL133551.1,25.58480252,-0.388559648,0.470682932,-0.825523132,0.409074655,0.651666125
GTF2IP2,1.831138814,0.94985125,1.783388844,0.53261029,0.594303377,NA
AC124254.2,10.28557917,-2.599262552,0.889390232,-2.922522036,0.003472091,0.017668319
Y_RNA,0,NA,NA,NA,NA,NA
AL122035.2,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC005696.3,1.12898275,1.243523955,2.462345796,0.505015972,0.613547618,NA
Y_RNA,0,NA,NA,NA,NA,NA
OGFRL1,150.6151889,-0.617518532,0.210516533,-2.933349329,0.003353264,0.017140798
AL359541.1,14.25056959,-1.337707259,0.670699661,-1.994495208,0.046097963,0.147231114
MRPL23-AS1,0,NA,NA,NA,NA,NA
TECTB,0.575084235,-0.188026608,3.217051067,-0.058446883,0.953392671,NA
AL691447.1,0,NA,NA,NA,NA,NA
RAC1,1890.827493,0.187196477,0.106184968,1.762928218,0.077912597,0.216856565
CPN1,4.539109207,0.202252836,1.092756211,0.185085048,0.853162329,NA
CHST12,440.2548119,-0.659997864,0.14106387,-4.67871655,2.89E-06,2.88E-05
AC010894.1,8.884123987,-0.85376065,0.801820267,-1.064778087,0.286976364,0.529102948
AC092106.1,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
COL4A2-AS2,0,NA,NA,NA,NA,NA
ANKRD52,324.1390852,0.241911194,0.160334208,1.508793391,0.13135159,0.316090231
AC114488.2,0,NA,NA,NA,NA,NA
TMBIM6,3423.783787,0.286298844,0.103698766,2.760870293,0.005764757,0.027261442
AC009237.14,45.23157953,-0.020886859,0.360273631,-0.057974986,0.953768553,0.981424956
MYG1,268.9330294,0.29177577,0.174119161,1.675724651,0.093792139,0.247896096
CSAD,1980.29182,-0.568031117,0.097079029,-5.85122374,4.88E-09,7.13E-08
RNU6-80P,0.171587924,-0.608502408,4.047803823,-0.150329027,0.880505033,NA
HUS1,306.5038441,-0.028513883,0.166727665,-0.171020709,0.864207482,0.944200594
ITGB7,7.09921103,-1.124228178,0.89879403,-1.250818475,0.211000713,0.435922227
AC002472.1,6.527685371,-0.191154261,0.944021516,-0.202489305,0.839534218,0.93287206
GPAM,174.3671401,0.237222029,0.20010826,1.18546845,0.235832282,0.468528045
TBRG4,236.6483773,0.392957288,0.178202305,2.205118999,0.027445745,0.097426226
SMARCC2,63.14975875,0.530664956,0.309170479,1.716415349,0.086086049,0.233291294
AC090457.1,0.504400069,-1.760387045,3.638412254,-0.48383386,0.628503783,NA
DDX56,211.2061975,0.270667113,0.181263307,1.493226168,0.135377994,0.322514731
PYROXD2,281.5355434,-0.351389415,0.168895504,-2.080513727,0.037478438,0.125124329
MIR3180-4,0,NA,NA,NA,NA,NA
AP000894.1,0,NA,NA,NA,NA,NA
NABP2,175.3232918,0.265846532,0.201678994,1.318166689,0.187447854,0.402417669
RN7SL713P,0,NA,NA,NA,NA,NA
RDH16,19.87568089,0.039921858,0.541376738,0.073741362,0.941216186,0.976570344
AL121832.2,60.14405055,-0.320745461,0.323396682,-0.991801953,0.321294145,0.565899534
SUOX,157.9522522,-0.178481357,0.214250461,-0.833050051,0.404816502,0.648409369
AC138207.3,17.08427374,-0.665964762,0.57956813,-1.149070708,0.250526826,0.486230099
LNX2,236.5361465,-2.102031429,0.188354376,-11.15998188,6.40E-29,3.62E-27
NACAD,812.4779701,0.132983762,0.135998331,0.977833783,0.328156539,0.572969893
HELLS,407.8089983,-0.88148676,0.149102746,-5.911941822,3.38E-09,5.02E-08
AC012558.1,0.897215592,-2.51664104,2.68199683,-0.938346016,0.348066619,NA
SLC7A1,298.1664885,-0.219808256,0.165558583,-1.327676597,0.184284968,0.398140533
DHH,7.59755281,-1.97886703,1.004492272,-1.970017176,0.048836402,0.153756078
HMGN2P7,0,NA,NA,NA,NA,NA
AC090616.2,4.213153095,0.556412821,1.121114611,0.496303246,0.619680477,NA
AC104463.2,88.84709607,-0.432474202,0.261882528,-1.651405325,0.098655838,0.257172889
RBX1P1,0,NA,NA,NA,NA,NA
RN7SL311P,0.247220081,1.554518212,4.067991981,0.38213404,0.702361944,NA
AC005552.1,0,NA,NA,NA,NA,NA
GLTP,3760.427182,-0.044248134,0.090457837,-0.489157552,0.624730159,0.815128326
MMAB,833.0606978,-0.320303441,0.115942349,-2.762609559,0.005734131,0.027151462
AL353997.2,0.499653977,-0.342608673,3.421592537,-0.100131348,0.920240048,NA
ATE1-AS1,794.5017814,0.091949446,0.119105022,0.772003103,0.440112589,0.678664234
NPFF,86.88879945,0.274209737,0.2758437,0.994076489,0.32018563,0.564807895
KANSL2,481.6384545,0.160339285,0.134542752,1.191734842,0.233365232,0.46534126
SNRPCP4,0,NA,NA,NA,NA,NA
ZDHHC4,189.8055265,0.111984932,0.190941141,0.586489277,0.557546765,0.769764809
RN7SL835P,0,NA,NA,NA,NA,NA
TMEM19,300.2802009,0.039401909,0.158489348,0.248609193,0.803663097,0.916553198
SDSL,70.66494488,-2.21730489,0.327142918,-6.777786621,1.22E-11,2.32E-10
RITA1,85.43822478,-0.07146202,0.273232623,-0.261542779,0.793673964,0.911556133
AC027229.1,0,NA,NA,NA,NA,NA
RNU6-1042P,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
ZNHIT3,477.4135098,-0.059966107,0.144750766,-0.41427143,0.678675335,0.84759656
PIANP,42.31851693,0.143051388,0.378153837,0.378288871,0.705216012,0.863188771
MYO1G,1.831657797,2.765625347,1.851553266,1.493678522,0.135259665,NA
TAS2R9,1.612578111,-1.052126412,1.881759197,-0.559118517,0.576080838,NA
AVPI1,153.5885417,-0.926812317,0.22386686,-4.140015713,3.47E-05,0.000289288
PHLDA1,54.31755338,-0.067808887,0.355441962,-0.190773443,0.848703096,0.936938382
MMD2,300.5995614,-3.973124911,0.229568254,-17.30694396,4.17E-67,7.95E-65
AC103808.1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
NKX2-8,124.9850269,-5.752720596,0.487881578,-11.79122322,4.33E-32,2.74E-30
AMDHD1,22.56098757,-1.474851291,0.552963267,-2.667177695,0.007649122,0.034638833
MTHFS,543.5624965,-0.763041593,0.137891148,-5.533651774,3.14E-08,4.20E-07
TTYH3,133.3645125,-0.404360771,0.220952682,-1.830078582,0.067238189,0.195850051
AL691403.2,5.84884883,-2.19681582,1.11876938,-1.963600237,0.04957647,0.155466184
NDUFA9,75.00300341,0.078748062,0.292042942,0.26964549,0.787433,0.908589184
DUSP1,91.42963813,0.252214703,0.263121221,0.958549454,0.337785767,0.583432107
AC055811.2,97.40569426,0.220668331,0.252363339,0.874407242,0.381896515,0.627823331
DSCAS,7.972946699,-2.000699258,0.928768847,-2.154141222,0.031229099,0.108181992
TPH2,7.054930016,-1.255770976,0.953178615,-1.317456095,0.187685789,0.40251653
LINC01893,2.024443373,-1.33486249,1.754029428,-0.76102628,0.446641371,NA
AC107294.1,5.497764798,-0.24849336,1.035378354,-0.240002468,0.810328343,0.919528076
INHBE,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
LINC01925,0.89224156,-0.043602077,2.471071747,-0.017645006,0.985922052,NA
C10orf95,8.919203511,0.120527555,0.849936416,0.141807731,0.887231877,0.953389974
GCSHP5,0.495563395,-0.180780368,3.398839652,-0.053188849,0.95758144,NA
LLPH,280.505842,-0.294870525,0.16188191,-1.821516218,0.068528424,0.198665931
AC009093.5,2.633487512,-2.434582034,1.65954283,-1.467019706,0.142370695,NA
RN7SL819P,1.804190636,-0.711846139,1.822716817,-0.390541269,0.696136345,NA
EEF1GP3,0,NA,NA,NA,NA,NA
PAICSP3,2.368894536,1.125750017,1.575690365,0.714448753,0.474949734,NA
CIB2,13.67320426,-0.353720612,0.651664056,-0.542795952,0.5872703,0.790897405
VAMP1,464.6259089,-0.625670385,0.13669637,-4.577081189,4.72E-06,4.55E-05
HOXB3,5.422730005,-3.912258722,1.384494983,-2.825765908,0.004716772,0.022963752
RSAD1,267.7535304,0.416056515,0.164670193,2.526604893,0.011517099,0.048684517
AL161908.1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AP005329.1,40.86823833,-0.182257761,0.396949763,-0.45914566,0.64612957,0.829103434
LINC01276,1.069005414,-1.264315358,2.493367566,-0.50707139,0.612104728,NA
FITM1,11.77403516,-0.256568066,0.694448563,-0.369455824,0.711787995,0.86700876
GACAT2,6.107431252,-2.358263419,1.087822622,-2.167874957,0.030168202,0.105165343
AC010928.3,0,NA,NA,NA,NA,NA
LINC01341,131.9747584,-2.87955677,0.28877493,-9.971630049,2.03E-23,8.64E-22
PRKXP1,0.819538866,0.667907935,2.969477932,0.224924364,0.822038115,NA
KCNJ2,4412.378679,-0.342015968,0.087161879,-3.923916871,8.71E-05,0.000676288
HSPA9,1007.494701,0.128836183,0.112249685,1.147764315,0.251065872,0.486873721
DENND6B,73.16847985,0.151390735,0.292171047,0.518157898,0.604348107,0.80183208
FIGNL1,318.9940997,-0.002216423,0.154540149,-0.014342054,0.988557089,0.994947652
CCT5,635.6324729,0.294752932,0.124927701,2.3593881,0.018305101,0.070688063
SEC61G,645.9670229,-0.231741091,0.138146863,-1.677498038,0.093445133,0.247263315
C11orf53,2.853352007,0.803600281,1.421091895,0.56548087,0.571746732,NA
