,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL049869.4,0,NA,NA,NA,NA,NA
AL079307.3,0,NA,NA,NA,NA,NA
CHEK2P2,0,NA,NA,NA,NA,NA
DUX4L17,0,NA,NA,NA,NA,NA
AC104002.2,0,NA,NA,NA,NA,NA
LINC00929,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
YWHAZP1,0,NA,NA,NA,NA,NA
AF111169.3,11.38408047,0.593371447,0.780266574,0.760472724,0.446972067,0.683958968
RANBP20P,6.321045059,0.014690131,0.969481023,0.015152572,0.98791046,0.994512078
AL049780.2,203.0070038,-0.11959094,0.19138473,-0.624871901,0.532055135,0.751641247
AL109766.1,0,NA,NA,NA,NA,NA
AL137100.2,0,NA,NA,NA,NA,NA
AL445363.2,0,NA,NA,NA,NA,NA
LINC00924,7.372073323,-0.70089351,0.881155425,-0.795425518,0.426366021,0.667334513
AL161757.5,43.14667435,-0.204457038,0.374706956,-0.545645162,0.585309874,0.790409426
AL161752.1,0.412534883,0.672676373,3.971071399,0.169394177,0.865486603,NA
AC008050.1,569.4325648,-1.233314744,0.134164898,-9.192529182,3.84E-20,1.33E-18
AC026583.1,0,NA,NA,NA,NA,NA
AC073941.1,12.43280089,0.141636339,0.675471073,0.209685278,0.833913317,0.93032021
LINC01895,4.166004459,-1.463779578,1.262991411,-1.158978252,0.24646505,NA
AC013553.1,5.984169726,-0.32009153,0.984662266,-0.325077482,0.745122431,0.885690567
AC066612.2,1.120637574,-1.089392501,2.431921434,-0.447955467,0.654185337,NA
GH1,0,NA,NA,NA,NA,NA
AC103996.3,0,NA,NA,NA,NA,NA
AL121790.2,4.475438935,-1.470311759,1.239228137,-1.186473835,0.235435229,NA
AL137779.2,96.30979235,-0.096420493,0.257503502,-0.374443425,0.708074441,0.864963517
GRAMD4P5,0,NA,NA,NA,NA,NA
LINC02853,172.2026335,-0.15350293,0.200997148,-0.763707006,0.445041865,0.682505045
AC002306.1,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC020892.1,0.716361156,-0.753452368,2.941886629,-0.256111966,0.797864383,NA
MIR4713HG,27.75196856,-0.942254707,0.479028259,-1.967012778,0.049181738,0.154601145
ANKRD34C-AS1,36.96342279,-0.422785002,0.402171384,-1.051255806,0.293141119,0.535688862
AC027237.2,10.50830675,-0.261656942,0.752806821,-0.347575148,0.728159273,0.877006815
AC105129.1,0,NA,NA,NA,NA,NA
LINC02323,1.513779591,0.46946554,2.059706686,0.227928347,0.819701945,NA
HNRNPA1P62,3.094310897,-0.636890001,1.363817743,-0.466990552,0.640506637,NA
LINC02345,269.6012731,-0.331126553,0.166496561,-1.988789144,0.046724482,0.148510577
AC009654.1,1.634823138,-0.583348129,1.782170447,-0.327324544,0.743422431,NA
AC084855.2,0.469342974,0.448987969,3.789816928,0.118472205,0.905693517,NA
LINC00928,0.839725949,1.043658048,3.010140641,0.346714049,0.728806155,NA
AC068867.1,0,NA,NA,NA,NA,NA
AC023024.1,222.4062291,-0.937656004,0.180598126,-5.19194757,2.08E-07,2.49E-06
GNRHR2P1,0,NA,NA,NA,NA,NA
AC051619.2,42.73456424,0.028705299,0.387276499,0.074120942,0.940914152,0.976570344
SEPTIN7P1,5.122384353,-1.844170304,1.332911731,-1.383565214,0.166491626,NA
LINC00517,6.54995797,0.060887956,0.984695904,0.061834274,0.950694809,0.980324036
TRAV30,0,NA,NA,NA,NA,NA
AL137191.1,1.930935971,-1.348440857,1.762112346,-0.765241138,0.444127967,NA
SHLD2P2,1.528099871,-0.501670625,2.113970599,-0.237312016,0.812414741,NA
AL157791.1,0.878910509,-1.572662615,2.563585047,-0.613462236,0.539570745,NA
AC012414.2,0.647547146,-1.74064788,3.285509352,-0.529795442,0.596253766,NA
SMARCE1P3,0,NA,NA,NA,NA,NA
PTCSC3,1880.478392,-1.919496179,0.126078925,-15.2245602,2.43E-52,2.94E-50
AC008056.2,191.5551464,-0.072533892,0.192238274,-0.377312437,0.705941431,0.863646348
LINC01595,0.555338834,1.705810792,3.290667602,0.518378335,0.604194328,NA
AC004858.1,0,NA,NA,NA,NA,NA
AL049869.3,430.6056397,-0.40588702,0.14217508,-2.854839401,0.00430586,0.021248648
NMNAT1P1,0,NA,NA,NA,NA,NA
AF107885.2,401.0075308,-1.991115672,0.159538005,-12.48051002,9.54E-36,6.94E-34
KRT8P22,0,NA,NA,NA,NA,NA
AC090695.1,2.936850764,-1.514075315,1.533648714,-0.987237365,0.323526288,NA
AC087286.3,0,NA,NA,NA,NA,NA
TMC3-AS1,75.30701866,-1.273696954,0.293363861,-4.341696856,1.41E-05,0.000126294
AC025580.1,2.939952117,-0.576358889,1.465826139,-0.393197306,0.694173759,NA
AC110588.1,0,NA,NA,NA,NA,NA
AC087878.1,0,NA,NA,NA,NA,NA
AC061965.2,0,NA,NA,NA,NA,NA
AC005096.1,7.043782942,0.841747934,0.941577856,0.893975924,0.371334773,0.616870747
LIPC-AS1,0.646222015,-1.617536008,3.301489866,-0.489941231,0.624175486,NA
ZNF710-AS1,146.4955988,0.091057533,0.21181285,0.42989617,0.667271172,0.841338603
AP001007.3,0,NA,NA,NA,NA,NA
BUB1B-PAK6,0,NA,NA,NA,NA,NA
AC087639.1,0,NA,NA,NA,NA,NA
LINGO1-AS2,1.440663693,-2.112867577,2.287889047,-0.923500893,0.355746235,NA
AC127522.1,15.61951403,-0.662687931,0.612770904,-1.081461157,0.27949203,0.51998736
AC084759.1,0,NA,NA,NA,NA,NA
AC087516.1,0.5057252,-1.76111498,3.634715021,-0.484526289,0.628012412,NA
AC087286.1,0,NA,NA,NA,NA,NA
ANKRD62P1,9.797684532,-0.352917562,0.766475772,-0.460441902,0.645199064,0.8286314
AC109630.1,0.555136936,-0.59824169,3.246524179,-0.184271442,0.853800517,NA
LINC02622,0,NA,NA,NA,NA,NA
AC022523.2,0,NA,NA,NA,NA,NA
NDUFA3P4,9.258154773,-0.261562567,0.769558959,-0.339886325,0.733942135,0.879947125
IGHV4OR15-8,0,NA,NA,NA,NA,NA
TUBBP8,0,NA,NA,NA,NA,NA
AC048382.3,0,NA,NA,NA,NA,NA
TGIF1P1,0.569668522,0.499818101,3.511891137,0.142321639,0.886825955,NA
AC090607.1,14.35139178,-0.696703152,0.643189269,-1.083200833,0.27871929,0.519423928
IGHV1OR15-2,0,NA,NA,NA,NA,NA
AC021231.1,1552.647676,-0.373203363,0.122015022,-3.058667356,0.002223239,0.012049855
HNRNPMP1,7.161403081,-0.640954057,0.982759929,-0.652197997,0.514273452,0.738666676
LINC00596,7.61268294,-0.139807672,0.86320794,-0.161962912,0.87133506,0.947064087
AC027176.1,0,NA,NA,NA,NA,NA
AC021231.2,5.877826737,-0.097786176,1.068285746,-0.091535599,0.927067021,0.970652468
AC010809.2,35.2765374,0.105096436,0.4066303,0.258456972,0.796054253,0.912992937
BMF-AS1,0,NA,NA,NA,NA,NA
AC103740.1,59.50890153,-2.312792198,0.378245151,-6.114532311,9.68E-10,1.55E-08
AC087286.2,16.95247933,-2.687336958,0.696297844,-3.859464712,0.000113636,0.000861823
AC108449.2,0,NA,NA,NA,NA,NA
AC046168.1,4.677694014,-0.283552716,1.105357004,-0.256525915,0.797544773,NA
LINC00927,8.125106392,0.098106214,0.841404221,0.116598196,0.907178468,0.961775359
AL590133.2,2.692783296,0.451654917,1.403069973,0.32190477,0.74752484,NA
AC022710.1,1.405101992,0.0480338,2.132374225,0.022525971,0.982028395,NA
AC025580.2,250.3779426,0.228044371,0.171659946,1.328465825,0.184024266,0.39784945
AC090515.4,98.21013049,-0.950133605,0.274307828,-3.463749515,0.000532702,0.003423541
AC015914.1,204.3802015,0.117166732,0.195518139,0.599262721,0.548997703,0.7642293
AC011921.1,366.3550668,-0.27766029,0.159403755,-1.741867937,0.081531555,0.224201348
AC087482.1,4.983046226,0.450792026,1.085629487,0.415235613,0.67796943,NA
AC013652.1,38.13184789,-0.060504324,0.391837136,-0.154411919,0.877284956,0.949247054
H3P38,1.067680282,-1.786468898,2.352596024,-0.759360672,0.447636833,NA
AC022196.1,0.555338834,1.705810792,3.290667602,0.518378335,0.604194328,NA
AC090877.1,0,NA,NA,NA,NA,NA
AL022318.2,0,NA,NA,NA,NA,NA
AC009292.2,7.751469993,-0.24047659,0.863093736,-0.278621637,0.780535206,0.905117877
HNRNPA1P45,1.239383394,-1.647883687,2.365959852,-0.696496894,0.486117702,NA
AC242376.1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AC091117.2,14.77937958,-0.879315881,0.639469005,-1.375071933,0.169109145,0.376615792
AC025918.2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC046168.2,20.30632827,-0.34827456,0.531098819,-0.655762256,0.511977105,0.736350096
MTND5P32,0,NA,NA,NA,NA,NA
AC091100.1,0.745548926,0.674094272,2.773718398,0.243029095,0.807982858,NA
AC011767.1,21.73865284,-2.207078202,0.575533235,-3.834840578,0.000125646,0.000938755
AC027237.3,2.370132957,0.193017609,1.49865688,0.128793729,0.897520867,NA
DPPA5P2,0,NA,NA,NA,NA,NA
UBE2Q2P2,110.4552811,-0.233149155,0.25453339,-0.915986524,0.359673963,0.606210335
CERS3-AS1,4.925415351,-1.174655908,1.106411724,-1.06168064,0.288380691,NA
AC023908.1,0,NA,NA,NA,NA,NA
AC113146.1,0,NA,NA,NA,NA,NA
MTND5P21,0,NA,NA,NA,NA,NA
LINC02324,48.58751553,0.531253606,0.350381692,1.516213942,0.129465264,0.313118701
CYCSP28,0,NA,NA,NA,NA,NA
RPS29P30,0,NA,NA,NA,NA,NA
NIFKP6,0.408444302,0.67510122,4.044190771,0.166931102,0.867424261,NA
AC010615.2,216.0706147,-1.262269349,0.188782704,-6.686361212,2.29E-11,4.22E-10
AC073539.2,0.555136936,-0.59824169,3.246524179,-0.184271442,0.853800517,NA
AC008761.1,61.71674616,-0.292217989,0.311164449,-0.939111103,0.347673704,0.594000792
AC008687.2,0,NA,NA,NA,NA,NA
AC003005.1,19.19126454,0.710976087,0.596622166,1.19166891,0.233391093,0.465350855
AC124856.1,0,NA,NA,NA,NA,NA
CYP2G2P,0.486322925,-1.38187174,3.707932401,-0.372679863,0.709386725,NA
ZNF649-AS1,35.34558493,-0.150148022,0.417660969,-0.359497375,0.719223041,0.872170712
AC022154.1,43.12829859,-0.078325188,0.366043134,-0.213978029,0.830564191,0.929037488
AC008764.2,25.52440256,-0.44492337,0.480478781,-0.92600004,0.35444596,0.600742968
AC123912.1,273.6697549,-0.083658609,0.180383403,-0.463782187,0.642803807,0.826900184
BNIP3P30,3.746402237,-2.134700474,1.359970481,-1.569666771,0.116492656,NA
AC012313.6,95.72952676,-0.201124325,0.256370716,-0.784505847,0.432743353,0.672743832
AC135012.2,0,NA,NA,NA,NA,NA
AC006539.2,5.136596332,-0.630593941,1.110981198,-0.567600912,0.570305988,NA
OR5AH1P,0,NA,NA,NA,NA,NA
SRP14P4,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
NAPA-AS1,95.35477754,-0.035933223,0.259950255,-0.138231153,0.890057735,0.954369049
VN1R91P,0,NA,NA,NA,NA,NA
AC010336.4,4.00470438,0.883073009,1.161832666,0.760069014,0.447213333,NA
Metazoa_SRP,0,NA,NA,NA,NA,NA
AC008763.1,0.495563395,-0.180780368,3.398839652,-0.053188849,0.95758144,NA
AC123912.2,0.723303899,1.559858113,2.960353688,0.526916131,0.598251831,NA
IGFL1P2,0,NA,NA,NA,NA,NA
AC008743.1,0,NA,NA,NA,NA,NA
AC012313.3,0.807772729,-0.112712059,2.486381935,-0.045331756,0.963842876,NA
ARL14EPL,1.725706319,-2.676105949,1.988565623,-1.345746863,0.178384167,NA
AC137932.3,20.21318342,-0.728799463,0.538836741,-1.352542259,0.17620191,0.386762492
RPL22P5,0,NA,NA,NA,NA,NA
AC114786.4,0,NA,NA,NA,NA,NA
AIRN,3.352679489,-0.042054063,1.364068907,-0.030829867,0.975405221,NA
BNIP3P27,14.52881694,-0.051482823,0.617090642,-0.083428299,0.933510988,0.973172109
LINC01872,0.559429415,1.536679629,3.250963105,0.472684426,0.636438339,NA
AC006272.1,0,NA,NA,NA,NA,NA
AC008764.3,0.645223377,0.677425981,2.83405658,0.239030507,0.811081927,NA
POLR3GP1,0,NA,NA,NA,NA,NA
AC008751.1,0.733341108,-2.461075877,2.87740679,-0.855310374,0.392379346,NA
AC020908.1,23.39511947,-0.088936027,0.492256458,-0.180670107,0.856626524,0.94042602
AL589765.5,0,NA,NA,NA,NA,NA
AC008687.3,0,NA,NA,NA,NA,NA
AC123912.3,0.728251889,0.313752117,2.685654473,0.116825198,0.906998575,NA
MTCO3P42,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC003682.1,28.53301945,-0.496022698,0.470859313,-1.053441408,0.292138735,0.534519834
AC006115.1,0,NA,NA,NA,NA,NA
FO681491.1,1.027130172,-1.40753577,2.392822572,-0.588232402,0.556376311,NA
VN1R88P,0,NA,NA,NA,NA,NA
VN1R78P,0,NA,NA,NA,NA,NA
AC003002.2,255.8079168,0.029460573,0.176627119,0.166795298,0.867531119,0.945447462
AC008750.4,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC020915.2,230.7957634,-0.097884141,0.176662358,-0.55407469,0.579527731,0.786480119
IFNL3P1,0,NA,NA,NA,NA,NA
AC135012.3,0,NA,NA,NA,NA,NA
AC018755.2,0,NA,NA,NA,NA,NA
RPL7AP69,0,NA,NA,NA,NA,NA
AC011530.1,0.655587081,1.000562833,3.032290367,0.329969334,0.741423133,NA
NFILZ,1.964214322,-0.360545913,1.624307527,-0.221968997,0.824338018,NA
BNIP3P38,0.333014043,0.676411497,4.078115203,0.165863754,0.868264172,NA
AC006262.1,93.30585581,-0.751685288,0.28197894,-2.665749744,0.007681685,0.034743596
AC011468.3,1.53324976,0.364895035,2.088353109,0.174728609,0.861292886,NA
AC073544.1,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
SSX2B,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC073534.1,0,NA,NA,NA,NA,NA
VN1R83P,57.70487755,-0.789024302,0.327704378,-2.407731952,0.016051962,0.063505754
AC005261.1,1389.490151,-0.224848644,0.102666891,-2.190079405,0.028518479,0.100491955
AC010503.3,6.432805543,0.142279664,0.933149592,0.152472513,0.878814268,0.949769575
AC004076.1,440.3587027,0.239302321,0.148080111,1.616032833,0.106087215,0.271110409
AC010319.3,0,NA,NA,NA,NA,NA
AC011455.1,3.724861459,0.037932259,1.199696592,0.03161821,0.974776521,NA
AC008554.1,212.8757698,-0.509129871,0.186139591,-2.735204633,0.006234151,0.029119925
AC016629.1,0,NA,NA,NA,NA,NA
AC003006.1,196.3913011,-0.124052575,0.191876905,-0.646521662,0.517941573,0.741422151
AC011467.4,0,NA,NA,NA,NA,NA
AC092070.2,132.6330429,-0.234520511,0.22115501,-1.060434989,0.288946752,0.531583156
DNAJC19P3,0,NA,NA,NA,NA,NA
RPL22P6,0,NA,NA,NA,NA,NA
CKS1BP3,0,NA,NA,NA,NA,NA
CDC42EP3P1,0,NA,NA,NA,NA,NA
SPANXN2,0,NA,NA,NA,NA,NA
AC011462.3,0,NA,NA,NA,NA,NA
AC005253.2,1.641641284,-0.557353419,1.884537934,-0.295750703,0.767420473,NA
VN1R82P,0,NA,NA,NA,NA,NA
AC020914.3,0,NA,NA,NA,NA,NA
MRPS17P1,1.685242919,-1.037173776,1.850245941,-0.560559952,0.575097559,NA
AC010422.2,9.478794672,0.162499724,0.75646042,0.214815897,0.829910858,0.928807799
AC114797.1,0,NA,NA,NA,NA,NA
H3Y2,0,NA,NA,NA,NA,NA
AC008537.1,975.9497832,-0.056866747,0.11376728,-0.499851511,0.617179637,0.810057434
MAGEA2,0,NA,NA,NA,NA,NA
AL589863.1,0,NA,NA,NA,NA,NA
AC008687.4,0,NA,NA,NA,NA,NA
AC063977.4,0,NA,NA,NA,NA,NA
AL132655.2,13.40549809,-0.068975496,0.652828792,-0.105656333,0.915855028,0.96535732
AP003680.1,2.195453088,-0.427772826,1.576087831,-0.271414332,0.78607238,NA
TEX13A,0,NA,NA,NA,NA,NA
IGFL2-AS1,50.0125627,-1.184595895,0.358470099,-3.304587741,0.000951162,0.005711105
AC078899.3,0.337104624,0.679254433,4.078603575,0.16654093,0.867731275,NA
AC068020.1,0,NA,NA,NA,NA,NA
LINC01711,0.773495741,0.066931189,2.820216623,0.023732641,0.981065869,NA
AC005387.1,5.085366527,1.067873674,1.056029915,1.011215362,0.311913365,NA
AC136469.1,5.867407072,-1.334474117,1.035624113,-1.288569956,0.197547634,0.416715689
AC020915.1,0,NA,NA,NA,NA,NA
AC010335.1,0.819336968,-1.251228362,2.608111272,-0.479745008,0.63140872,NA
AC002985.1,13.48816322,-0.148017608,0.637070026,-0.232341191,0.816273022,0.922049508
AC010503.2,73.56657397,-0.009598557,0.283578672,-0.033847952,0.972998398,0.98878642
AC005785.1,6.25390653,-0.77666226,1.019840031,-0.761553024,0.446326821,0.683479487
AC092364.1,9.13388628,-0.591162881,0.806985305,-0.732557183,0.463828554,0.698424635
BNIP3P22,0,NA,NA,NA,NA,NA
AC073342.2,56.7645981,-0.921056011,0.334908774,-2.750169841,0.005956438,0.028041937
AC123912.4,7.984786525,-0.17540933,0.825788409,-0.212414376,0.831783771,0.929525078
AC010636.1,0.325098704,-0.624712831,4.048812386,-0.154295327,0.877376882,NA
AC005339.1,0,NA,NA,NA,NA,NA
AC243960.4,0,NA,NA,NA,NA,NA
AL354861.3,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC012616.1,0,NA,NA,NA,NA,NA
AC012313.5,23.10984594,0.048075263,0.497750799,0.096585004,0.923055966,0.968621667
VN1R92P,0,NA,NA,NA,NA,NA
AC011473.3,0.483999156,1.53381594,3.430243493,0.447144917,0.65477043,NA
AC007193.1,33.77472652,-0.071348821,0.453380783,-0.157370635,0.874952755,0.948394563
AC004264.1,0,NA,NA,NA,NA,NA
AL049747.1,0,NA,NA,NA,NA,NA
BNIP3P32,0,NA,NA,NA,NA,NA
AC020914.2,0,NA,NA,NA,NA,NA
AC092070.1,1.244163846,-0.898309241,2.226178769,-0.403520712,0.686565201,NA
SCGB1C2,0,NA,NA,NA,NA,NA
AC025278.1,0,NA,NA,NA,NA,NA
AC011487.2,1.188354393,-1.62694134,2.283311917,-0.712535737,0.47613309,NA
AC020915.3,0,NA,NA,NA,NA,NA
AC022601.1,68.6718026,-1.759708893,0.338043609,-5.205567702,1.93E-07,2.32E-06
IGFL1P1,0.680280473,0.181633532,3.25018902,0.05588399,0.955434225,NA
AC010323.2,3.455641191,-1.489931684,1.436415864,-1.037256495,0.299616335,NA
AC022150.1,13.24741344,-0.490725293,0.69195119,-0.70919062,0.478206193,0.710209763
AC020909.3,9.943700321,-0.206425994,0.741418479,-0.278420352,0.780689698,0.905202069
AC011497.1,0,NA,NA,NA,NA,NA
BNIP3P25,5.107927545,0.446361403,1.201637182,0.371461045,0.710294165,NA
AC008739.1,1.061407161,-1.138523647,2.532690709,-0.44953126,0.653048463,NA
GPR32P1,0,NA,NA,NA,NA,NA
AP001350.1,2.227406308,-0.08098832,1.661476884,-0.048744777,0.961122691,NA
HNRNPMP2,0,NA,NA,NA,NA,NA
SIGLEC27P,0,NA,NA,NA,NA,NA
FAM226B,0,NA,NA,NA,NA,NA
AL049840.4,37.11934693,-0.391993889,0.398343782,-0.984059265,0.325086374,0.569719346
PTMAP11,4.854887956,-0.730739834,1.210548924,-0.603643372,0.546080771,NA
AC234772.2,0,NA,NA,NA,NA,NA
AC010531.5,11.94999177,-0.885162184,0.70428026,-1.256832307,0.208814365,0.432902099
AC025857.2,0,NA,NA,NA,NA,NA
AP000654.1,0,NA,NA,NA,NA,NA
VN1R79P,0,NA,NA,NA,NA,NA
AC008753.3,0,NA,NA,NA,NA,NA
AC008735.3,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC010615.4,1209.620063,-0.700610935,0.1141812,-6.135957004,8.46E-10,1.36E-08
EGLN2,18.32820966,-0.101117648,0.55114119,-0.18346959,0.854429577,0.939226785
AC119751.8,0,NA,NA,NA,NA,NA
AL136172.1,0.408242404,-1.371496054,3.981193869,-0.344493662,0.730475062,NA
CCNYL6,3.016911927,-2.781471353,1.648387505,-1.687389248,0.09152853,NA
AC008537.2,48.5623551,-0.477938581,0.367924732,-1.299011833,0.193939868,0.411638115
AC010620.2,5.645582109,1.037327903,1.04402448,0.993585805,0.320424558,0.564978439
IPO5P1,0.395237846,-0.194208776,3.711459077,-0.0523268,0.958268299,NA
AC020913.3,6.737519882,-2.495912731,1.056828614,-2.361700563,0.018191329,0.070322417
AP006621.4,1.886815352,-2.859038295,1.93486852,-1.477639573,0.139504276,NA
AL022067.1,0,NA,NA,NA,NA,NA
Z98884.2,0,NA,NA,NA,NA,NA
AP000962.1,71.78254649,-0.076311623,0.302504562,-0.252266024,0.800835448,0.915784931
AC040174.2,0,NA,NA,NA,NA,NA
AL021328.1,10.82769064,-0.543317067,0.728005591,-0.746308921,0.455480824,0.691130408
AC018809.2,43.90460128,-0.002467683,0.362346875,-0.006810279,0.994566226,0.997363246
RNF225,0,NA,NA,NA,NA,NA
AL020997.2,0,NA,NA,NA,NA,NA
AC008894.2,9.2369582,-1.25475253,0.819114559,-1.531840102,0.125561897,0.306630115
AC011445.1,0,NA,NA,NA,NA,NA
AC092301.1,11.0096589,-0.935990423,0.73476335,-1.273866508,0.20271073,0.424025812
AC007192.2,409.5461169,-0.086061024,0.146564194,-0.58718996,0.557076134,0.76949948
BRI3BPP1,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC020914.4,0,NA,NA,NA,NA,NA
AC007193.2,3.346075172,-1.417630376,1.353465221,-1.047408056,0.294911418,NA
AC010636.2,58.8978084,-1.000357638,0.325310104,-3.075089353,0.002104395,0.011478896
AC012313.7,4.805332469,0.230835773,1.074029232,0.214925038,0.829825764,NA
AC010320.3,37.56994776,-0.275034638,0.394481302,-0.697205765,0.485674032,0.716041946
LSP1P1,0,NA,NA,NA,NA,NA
AC010624.3,4.414875075,0.876067041,1.118477291,0.783267615,0.433469976,NA
AC008555.2,2.654202987,-0.774137889,1.708807964,-0.453028021,0.650528565,NA
AC007842.1,5.974095714,0.310835515,0.967680112,0.321217219,0.748045784,0.887498242
LINC00528,0.674209249,0.643370849,3.261684168,0.197251118,0.84363103,NA
RPS27AP19,0,NA,NA,NA,NA,NA
RPL23AP78,0,NA,NA,NA,NA,NA
ZNF350-AS1,126.5463652,-0.080437719,0.225744831,-0.356321419,0.721599871,0.873474044
AL356740.2,0,NA,NA,NA,NA,NA
AC243960.5,0,NA,NA,NA,NA,NA
PTOV1-AS2,4.074855453,-0.23114968,1.144255763,-0.202008753,0.839909881,NA
AC022150.3,0,NA,NA,NA,NA,NA
VN1R85P,2.633929193,-1.527680758,1.564311613,-0.976583403,0.328775439,NA
ZNF587B,0.936246991,1.266250564,2.450232941,0.51678783,0.605304277,NA
VN1R93P,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
AC020907.3,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AC011503.1,32.29878224,-0.559200377,0.427582646,-1.307818224,0.190934972,0.407372163
AC008751.2,0,NA,NA,NA,NA,NA
AC244505.7,0,NA,NA,NA,NA,NA
AC078899.4,3.793384425,-0.787490117,1.221032421,-0.644937926,0.518967413,NA
DNAJC19P2,0,NA,NA,NA,NA,NA
SIGLEC21P,0,NA,NA,NA,NA,NA
ZSCAN16-AS1,1083.773282,-0.133073551,0.111444,-1.194084474,0.232444926,0.464050245
AL162424.1,0,NA,NA,NA,NA,NA
SPACA6P-AS,19.0703124,-0.966533938,0.562202826,-1.71919082,0.085579632,0.232166758
MKNK1-AS1,7.538725101,-0.50531833,0.869851705,-0.580924688,0.561291213,0.77294956
KCNQ1OT1,5897.822944,-1.310172184,0.092465347,-14.16933176,1.42E-45,1.44E-43
AC011516.1,0.832466122,-1.559020937,2.6038424,-0.598738594,0.549347217,NA
AC010463.3,0,NA,NA,NA,NA,NA
AC010336.6,5.822514665,-0.333756742,0.990440209,-0.336978183,0.736133347,0.880794287
SCGB2B3P,0,NA,NA,NA,NA,NA
AC007292.3,10.98105297,-0.077560428,0.708869057,-0.109414323,0.912873873,0.963817329
BICRA-AS1,89.06469244,-0.147320299,0.27037213,-0.54487975,0.585836225,0.79060659
AC011491.3,7.361604833,-1.877707807,0.985019008,-1.906265556,0.056615761,0.172049655
PLEKHA3P1,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
AC008737.3,0,NA,NA,NA,NA,NA
AC010642.1,0,NA,NA,NA,NA,NA
SLC25A53,643.6135917,0.047454157,0.125499626,0.378121896,0.705340043,0.863222436
ZIM2-AS1,152.4571963,-0.004973394,0.207972193,-0.023913746,0.980921409,0.991414946
OR7A3P,0,NA,NA,NA,NA,NA
AL691432.1,76.84158857,-0.304164323,0.282716248,-1.075864318,0.281987942,0.522607882
AC044792.1,0,NA,NA,NA,NA,NA
DPPA5P1,14.87874909,-0.833982428,0.627689231,-1.328654987,0.183961822,0.397753345
AC025278.2,0,NA,NA,NA,NA,NA
AC008758.6,95.52791981,0.114810854,0.25536331,0.449598082,0.653000272,0.832136621
AC006262.3,0,NA,NA,NA,NA,NA
AC009955.4,1.653128221,-1.505079486,1.940841081,-0.775477962,0.438057283,NA
BNIP3P18,0,NA,NA,NA,NA,NA
AC036176.3,0,NA,NA,NA,NA,NA
SIGLEC29P,0,NA,NA,NA,NA,NA
FENDRR,3.205719587,-3.077732569,1.606171436,-1.916191821,0.055340684,NA
AC010325.2,1.01015022,-0.07353336,2.557584355,-0.028751098,0.977063102,NA
SMC5-AS1,217.5782094,-0.535145228,0.180499356,-2.964804092,0.003028757,0.015721946
VN1R81P,0,NA,NA,NA,NA,NA
FAM156A,285.0071332,0.081932581,0.162475518,0.504276472,0.614067109,0.808351324
AL132655.1,0,NA,NA,NA,NA,NA
MIR1470,0,NA,NA,NA,NA,NA
AC006262.2,90.4034404,-1.283597567,0.279820678,-4.587214831,4.49E-06,4.34E-05
AC016629.2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
RPARP-AS1,109.4181341,-0.05877278,0.239241683,-0.245662795,0.805943275,0.917497112
AL117336.1,0,NA,NA,NA,NA,NA
AC004817.4,0.893768589,1.453717662,2.408367795,0.603611153,0.546102196,NA
DDIT4-AS1,1.221632744,-0.034037903,2.124375258,-0.016022547,0.987216404,NA
PCF11-AS1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AC068790.2,0,NA,NA,NA,NA,NA
AC093525.7,0.751822048,0.545717447,3.118539154,0.174991373,0.861086413,NA
