,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NADK,150.9056522,0.01755798,0.207622726,0.084566754,0.932605831,0.985101524
AC008649.1,2.127919863,-1.521864387,1.66824116,-0.912256827,0.361633536,NA
CDC42BPB,1355.152369,0.033635894,0.092354452,0.364204363,0.715705409,0.926647446
AL589787.1,130.3772448,0.221688918,0.241097862,0.919497652,0.357835333,0.735261574
CDKL5,1525.22454,-0.111258618,0.094181231,-1.181324734,0.237473745,0.603936148
KDSR,1001.283692,0.137877597,0.098255574,1.403254703,0.160540901,0.485980919
FP326651.1,6.767976014,-0.680342471,0.976948329,-0.696395552,0.486181148,NA
AL353697.1,85.87271453,0.192684187,0.290783366,0.66263827,0.507562254,0.841523459
VPS4B,848.3358533,0.093658723,0.108164936,0.865888029,0.386551568,0.759412028
RPL10A,1392.635602,0.247481673,0.10214252,2.422905496,0.015396932,0.096820222
AC022031.2,74.68690829,-0.241870656,0.296379965,-0.816083017,0.414452657,0.783010035
SYN1,329.2548714,-0.190553194,0.151090877,-1.261182655,0.207243046,0.559971006
AC007773.1,53.37993375,0.089191963,0.347088015,0.256972177,0.797200252,0.95171128
AC099811.2,6.291492904,0.513716734,1.019079864,0.504098602,0.61419209,NA
DCAF4,127.8564923,-0.024095872,0.22920082,-0.105129954,0.916272691,0.979623871
AC011029.1,17.09087137,1.103953655,0.663025336,1.665024841,0.0959078,0.355266447
HNRNPA3P16,4.305744589,0.775183051,1.18877888,0.652083465,0.51434733,NA
PSMB1,1036.880587,0.654534863,0.100983727,6.481587483,9.08E-11,3.42E-09
AC012615.5,0.327863995,0.17697485,4.070482842,0.043477606,0.965320815,NA
WDR53,167.7419831,-0.231498067,0.204949743,-1.129535776,0.258671886,0.63037804
AC012254.2,7.175107459,0.762405194,0.902562557,0.844711747,0.398271799,NA
IFT43,1368.228453,-0.073988258,0.090037633,-0.821748138,0.411220256,0.779340483
AC092120.3,177.2313864,-0.295646156,0.192882492,-1.532778603,0.125330414,0.419174784
AL034351.2,6.764352118,-0.545239843,0.958587553,-0.568795038,0.569495242,NA
AC005498.1,10.2273309,-0.411172512,0.754701825,-0.544814519,0.585881092,NA
E2F2,4.144564754,-1.664814144,1.26802015,-1.312924044,0.189208544,NA
TRAF3IP1,721.6727726,-0.038930314,0.114327198,-0.340516651,0.733467485,0.932306352
AL590822.3,4.639336072,-1.174819117,1.178927346,-0.996515283,0.318999845,NA
DNAL1,366.6457829,0.11359203,0.143884285,0.789467937,0.429838563,0.793752841
AC010504.1,78.65669805,0.237183066,0.290600759,0.816181855,0.414396133,0.783010035
AL353604.1,25.31498713,-1.030961851,0.493209781,-2.090311043,0.036589868,0.184026526
NPC2,301.0968128,0.729229835,0.1691156,4.312019909,1.62E-05,0.000260135
ACYP1,497.4018619,0.229754718,0.126409939,1.817536808,0.069134958,0.286175038
LGALSL-DT,352.7047821,-0.489915305,0.143505884,-3.413903948,0.000640391,0.006941909
AC011524.2,73.33907453,0.69200437,0.311272783,2.223144481,0.026206059,0.144160327
AL132712.2,0.875190992,1.497789901,2.868243203,0.522197664,0.601532712,NA
PROX2,36.40620186,-0.050227031,0.407945812,-0.123121821,0.902010632,0.976837081
VSX2,2.0733124,1.169891105,1.750042261,0.66849306,0.503818911,NA
AL133405.2,7.977379302,-0.256416871,0.849611564,-0.301804827,0.762800851,NA
ZNF790-AS1,1242.24818,-0.007396749,0.092398212,-0.08005295,0.936195143,0.985911979
WHSC1L2P,14.45870157,-0.289219382,0.644581194,-0.448693484,0.653652786,0.901728375
FCF1,417.8318617,-0.075775426,0.136289433,-0.555989006,0.57821837,0.873071717
AC139100.1,128.9457886,0.190856984,0.231168358,0.825618981,0.409020264,0.777480731
PGF,3.031231602,0.193744334,1.354652723,0.143021403,0.886273277,NA
AC099535.2,88.81163397,0.21131587,0.279481331,0.756100127,0.449589166,0.807418913
AC025048.2,89.52152694,0.056697977,0.272924012,0.207742722,0.835429858,0.961187685
AC091132.5,1.794257553,0.239638304,2.068488359,0.115851899,0.907769918,NA
BBOF1,491.4026874,0.220120493,0.129946357,1.693933547,0.090277911,0.341762949
AC012615.6,1.360315464,2.095874322,2.249098834,0.931872931,0.351402198,NA
AC108477.2,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
NEK9,1374.820404,-0.09334699,0.089440124,-1.043681354,0.296632839,0.672319496
DMWD,66.59798068,0.069559161,0.303915798,0.228876423,0.818964966,0.957657077
AC020928.1,109.2985407,0.474220163,0.247174195,1.918566636,0.055039201,0.244490548
AC007786.1,56.8075275,-0.21819197,0.33088349,-0.659422354,0.509624592,0.842280645
TDRG1,30.94466439,-0.296335747,0.44052708,-0.672684518,0.501148019,0.83730827
UBN1,655.072241,-0.062791912,0.114020772,-0.5507059,0.5818353,0.874165252
AC048380.1,39.14580348,0.361524576,0.39589073,0.913192831,0.361141134,0.7380614
AC131568.1,490.5530051,0.435096104,0.134316441,3.239336161,0.001198083,0.011922208
MIR4527HG,15.99939134,0.341827617,0.625535058,0.54645637,0.584752271,0.875163105
AC011478.1,22.60899816,0.989470315,0.523200125,1.891188988,0.058599121,0.255016432
AC099811.4,5.279932564,0.204362918,1.0712199,0.190775879,0.848701188,NA
EML2-AS1,1.235662832,-0.733522943,2.335871862,-0.314025335,0.753501797,NA
TCEAL6,237.9172098,0.76616596,0.173498387,4.415983189,1.01E-05,0.000168238
AC093567.1,26.75829578,0.468008601,0.486223375,0.962538261,0.335779294,0.714911946
AC005329.2,5.03051972,0.996808925,1.162768497,0.857272043,0.391294555,NA
CALM1,4313.747461,0.319619146,0.074875583,4.268669913,1.97E-05,0.000310598
CAMSAP2,9511.700759,-0.113130856,0.067719047,-1.670591367,0.094802419,0.352639898
AC096675.1,12.74374993,0.151066554,0.704573174,0.214408609,0.830228429,0.96037745
RUNDC3A-AS1,184.5226273,0.133595646,0.208698797,0.640136159,0.522084083,0.847727802
LPA,9.243952352,0.645915885,0.837645018,0.771109325,0.440642134,NA
AC011479.1,7.104128288,-0.822091502,0.928930654,-0.884986945,0.376163673,NA
AC135895.1,1.533803207,1.876215991,2.320655843,0.808485238,0.418811301,NA
DDX59,622.8641155,0.090817026,0.115051422,0.789360313,0.429901445,0.793752841
AC100793.3,64.39714851,0.009846496,0.318608518,0.030904686,0.975345553,0.994419032
SEC62,3027.516509,0.273010427,0.075966628,3.593820542,0.000325864,0.003823534
AC132938.7,6.436104061,1.244437865,1.021222958,1.218576076,0.223005134,NA
UBE3C,3451.88584,-0.041573395,0.073940934,-0.562251423,0.57394473,0.870743799
AC068989.1,109.4417089,0.283106817,0.262856364,1.077039997,0.281462398,0.657043015
IL10RB-DT,16.79453756,0.109279849,0.615265987,0.177613994,0.859026134,0.966678953
AC021594.2,42.27223136,-0.770753001,0.405298362,-1.901692861,0.05721132,0.250872224
LINC01533,3.269784508,1.767799746,1.401436618,1.261419691,0.207157678,NA
AL355314.1,5.88175267,1.081596738,1.154067119,0.937204362,0.348653446,NA
LINC01791,47.0864063,0.48999944,0.36620779,1.338036639,0.180884494,0.519820799
AL121956.6,13.80450104,0.368378222,0.648505199,0.568042049,0.570006416,0.869166722
TCEAL5,196.4954156,0.297407396,0.183816337,1.617959542,0.105671317,0.378145824
CSDE1,2005.531101,0.049182796,0.083055767,0.592165937,0.553739477,0.861135052
AC055807.1,0.644633173,1.694518537,3.787629619,0.447382323,0.654599037,NA
SYS1,183.1178187,0.519728161,0.191382483,2.715651684,0.006614547,0.050125496
RPS20,538.1318986,0.148920119,0.126307626,1.179027137,0.23838737,0.605049183
AC244669.1,3.858199138,0.148679714,1.221691908,0.121699844,0.903136737,NA
RPS25,1119.113989,0.474970792,0.10181514,4.665031077,3.09E-06,5.79E-05
LINC01801,1.731043346,0.851481181,1.772050365,0.480506196,0.630867498,NA
LINC00114,0.987402945,1.316223813,2.388425623,0.551084279,0.581575902,NA
AC104985.1,10.98307827,0.232716448,0.740745255,0.31416529,0.753395503,0.939102785
C6orf89,1331.73551,-0.048454152,0.094979581,-0.510153351,0.609944031,0.886334333
ATF6,2463.33975,0.046058512,0.079716755,0.577777055,0.563414648,0.865778212
UBE2L4,1.411798825,1.2865349,2.085358832,0.616936942,0.537276319,NA
ZNF267,274.3169762,0.038569005,0.160454447,0.240373549,0.810040682,0.954608243
RNPC3,3638.73197,0.061727346,0.07479115,0.825329547,0.409184522,0.777483358
EDDM13,162.2821352,0.07030214,0.206119176,0.341075202,0.733046969,0.932306352
NKAIN3,20999.91944,-0.267158816,0.064856731,-4.119214973,3.80E-05,0.000558286
RDM1P3,37.29160045,0.115946437,0.403447079,0.287389456,0.773814134,0.944133403
AC015961.2,76.50934286,-0.353439468,0.289314461,-1.221644662,0.221842031,0.582066172
AC104365.4,4.419133399,-0.743553526,1.236489289,-0.601342472,0.547611906,NA
AC007255.1,129.6915167,-0.246018329,0.22712736,-1.083173463,0.278731436,0.65333334
CASC1,161.6730269,-0.194905002,0.208249843,-0.935919086,0.34931485,0.727341908
RN7SKP160,0.476480625,-1.275237182,4.010747345,-0.317955003,0.75051907,NA
AC091551.1,525.3956304,-0.149591076,0.122218443,-1.223964834,0.220965494,0.580924889
AC002116.2,139.0790618,0.103243336,0.223714851,0.461495226,0.644443346,0.897005501
AC096861.2,4.190049486,-0.312697007,1.182670957,-0.26439899,0.791472489,NA
CALHM1,1.305274251,-1.818051938,2.305530276,-0.788561294,0.430368461,NA
AP005131.5,93.01667779,0.409923532,0.262114217,1.563911855,0.11783827,0.403474594
TAF9P3,1.341240181,0.198934368,1.980169863,0.100463284,0.91997653,NA
AC020917.2,18.07062615,-0.419467683,0.576243965,-0.727934188,0.466653874,0.818466643
HEATR5B,2023.555655,-0.098476039,0.083494527,-1.179431071,0.238226569,0.604938402
B4GALT6,2050.802534,-0.212578457,0.086481769,-2.458072492,0.013968497,0.089632591
SRSF10P1,6.438189148,-0.585289574,0.952638377,-0.614387986,0.538958973,NA
AC024592.3,5.07244712,1.401887054,1.197935271,1.170252757,0.241899268,NA
AC009682.1,2.448973834,1.785093635,1.666031173,1.071464726,0.283960523,NA
CRYGD,6.121488284,1.401419142,1.011912472,1.384921306,0.166076531,NA
MREG,397.0648271,0.015975254,0.141111219,0.113210375,0.909863771,0.978906527
AL121989.1,17.38099114,0.191629689,0.601440132,0.318618061,0.750016156,0.937849573
TNP1,0.957581146,-0.104614742,2.757555086,-0.037937499,0.969737515,NA
AC006305.3,0.948488306,0.993045984,2.711799032,0.366194534,0.71421992,NA
AC005332.2,31.4629835,0.218868651,0.444230134,0.492692041,0.622230202,0.888279449
FASTKD2,1036.47902,0.025428078,0.100770484,0.252336568,0.800780925,0.952508339
NRP2,126.210257,-0.199743067,0.252994137,-0.789516586,0.42981014,0.793752841
CREB1,2720.304643,-0.030186316,0.07865238,-0.383794055,0.701131095,0.920402837
AC008119.1,105.1281923,0.130274434,0.259003946,0.502982429,0.614976626,0.887229458
KLF7,2331.629307,-0.089688822,0.080487076,-1.114325759,0.26513946,0.63819355
AC012254.3,10.74409637,0.369211797,0.757663636,0.487303045,0.62604359,0.889621809
IRS2,1426.749026,0.162159915,0.094096926,1.723328502,0.084829136,0.327322854
AL589684.1,2.361835739,2.47208229,1.867290287,1.323887511,0.185540407,NA
AC005592.2,1.249641874,0.391210017,2.209940567,0.177022868,0.859490427,NA
FAM186A,87.1469921,0.219557286,0.270226723,0.812492871,0.416508876,0.784005909
TAFA2,17640.52619,-0.19602569,0.07912867,-2.47730298,0.013237947,0.086109158
IFT46,348.6340006,0.063361586,0.144073448,0.4397867,0.660091601,0.905606089
AF038458.3,15.04324454,0.580972729,0.650971046,0.89247092,0.372140573,0.746252847
AC011523.1,2.157065523,1.727417495,1.745378052,0.989709646,0.322316059,NA
RANBP9,2646.308553,-0.078544584,0.079979185,-0.982062811,0.326068905,0.704353707
BAZ1B,1211.188094,0.096480319,0.095709715,1.008051473,0.313429752,0.690670969
AC112254.1,145.3224053,0.002298133,0.212317992,0.010824013,0.991363856,0.998575311
OSBPL9,2846.064445,-0.09876271,0.079986229,-1.23474642,0.216924894,0.575743364
MIR3188,0,NA,NA,NA,NA,NA
AC008878.1,3.860153271,-1.115118077,1.291083236,-0.863707347,0.387748676,NA
SLC5A9,293.7963703,0.355454337,0.156304394,2.274116085,0.022959008,0.130361503
GRK1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AC008946.1,105.2953867,-0.186215626,0.248082179,-0.750620728,0.452880943,0.809989325
STK39,5256.82657,-0.056840009,0.073467378,-0.773676842,0.439121918,0.80039677
TXNDC12,610.4543311,0.039446664,0.120613111,0.327051208,0.743629155,0.935595847
AL512625.3,259.1008973,0.325210088,0.170167994,1.911111959,0.055990195,0.246988351
AC010300.1,17.59794162,0.715568301,0.608998864,1.174991192,0.23999824,0.607030962
AC010320.1,5.162533923,0.894068232,1.064341192,0.840020323,0.400896992,NA
AC139769.2,162.6549699,-0.252570723,0.211933884,-1.191743003,0.233362031,0.598540256
AC022762.2,52.68820814,-0.041917863,0.342173697,-0.122504632,0.902499377,0.976837081
CACNA2D1-AS1,75.8679141,0.367007226,0.293738451,1.249435425,0.211505858,0.566927024
AC008750.3,3.96869982,0.042249094,1.190930165,0.035475711,0.971700414,NA
AC130469.1,8.335047962,0.298298383,0.844852326,0.353077543,0.724030308,NA
AL034351.1,4.440106092,1.571362299,1.172000705,1.340752008,0.180000983,NA
NBPF12,1596.535053,-0.088702319,0.089968429,-0.985927174,0.324168851,0.702908438
ERFL,9.881910391,0.088530405,0.787495714,0.112420174,0.91049026,NA
LINC01785,3.617462992,0.059652595,1.319831516,0.045197129,0.963950183,NA
LINC02593,2.134016617,0.784906658,1.770424465,0.443343771,0.657517101,NA
AC005253.1,41.45231372,-0.010112917,0.388042475,-0.026061367,0.979208392,0.995602094
SPRTN,270.305955,-0.155248995,0.161024848,-0.964130676,0.334980415,0.713994087
RPA2,339.18643,0.174146377,0.150295236,1.158695258,0.246580424,0.614652149
NCOA6,2524.677533,-0.057898979,0.077976507,-0.742518237,0.457773407,0.813696612
Z82195.3,19.1535869,-0.288705691,0.55845012,-0.516976683,0.605172436,0.885210676
AC010320.2,54.93831514,0.622781469,0.352455255,1.766980234,0.077231539,0.3077014
PPP1R8,380.1486228,0.100293283,0.146451596,0.684822055,0.493456216,0.83333501
PTOV1-AS1,108.2721687,-0.177046572,0.249690085,-0.709065287,0.478283963,0.826416342
LINC00205,339.4437658,-0.018458951,0.155411085,-0.118774999,0.905453616,0.977699448
AC010605.1,0.951609923,2.213217812,2.595457454,0.852727449,0.393810466,NA
STX12,1694.136738,-0.015780352,0.087338437,-0.180680489,0.856618374,0.965850156
AC093519.2,1.960203549,-1.646145614,1.853333084,-0.888208185,0.374428777,NA
AC007785.1,164.8438635,0.172738503,0.204180253,0.846009843,0.397547253,0.768083018
ENTPD3-AS1,1724.677798,0.072083505,0.086952055,0.829002892,0.407102771,0.776013538
SNX6P1,1.251626744,0.407519499,2.326092056,0.175194915,0.86092648,NA
AC107050.1,0.542741719,1.278145094,3.460500143,0.369352707,0.711864844,NA
AC008655.1,4.752630561,-0.37382034,1.115434839,-0.33513418,0.73752387,NA
SHOX,1.551958644,0.089635281,1.847813433,0.048508837,0.961310722,NA
UBE2E1-AS1,3.340656342,0.080282285,1.306687802,0.06143953,0.951009171,NA
AC106818.2,357.6876875,0.172470523,0.143763191,1.199684857,0.230261756,0.594731471
CTSD,45.2351388,0.37416805,0.371507817,1.007160638,0.313857585,0.691232749
AC012254.4,0.279129575,-1.4721262,4.038101814,-0.364558961,0.715440654,NA
PAX7,5.50898959,0.839046584,1.028113701,0.816102911,0.414441279,NA
AC011468.2,98.56760424,-0.004696687,0.255199539,-0.018403979,0.985316578,0.997103925
COLEC11,20.96032462,0.207807255,0.535931436,0.387749702,0.698201271,0.918561368
SMIM22,5.770128903,0.012330198,0.997868471,0.012356536,0.990141161,NA
STAG1,8227.732238,-0.000325897,0.066890131,-0.004872127,0.996112621,0.999397299
AC131953.2,19.75610454,-0.199622317,0.550179229,-0.362831432,0.716730811,0.926647446
KMT2A,4037.373411,-0.064707235,0.073766828,-0.877186082,0.380385575,0.75325797
TREH,51.74564343,-0.072918715,0.347576439,-0.209791881,0.83383011,0.960768144
AC015936.2,3.224227505,-2.04420661,1.652517032,-1.237026046,0.216077413,NA
AC027097.2,676.8022552,0.131832396,0.117218441,1.124672835,0.260727697,0.632591781
LIN37,2.718110721,-0.789755406,1.537218924,-0.513755974,0.607422612,NA
RCN2,4564.936446,-0.378452965,0.071744222,-5.275030563,1.33E-07,3.24E-06
AL357507.1,23.59235049,0.200660618,0.508321454,0.394751423,0.693026348,0.916950289
MESD,773.5726812,0.293308071,0.107347361,2.732326789,0.006288873,0.048049689
AC010327.8,21.29488439,-0.178587188,0.526224916,-0.339374254,0.734327811,0.932306352
MLXIPL,24.64578747,0.344258925,0.499558871,0.689125836,0.490744083,0.832195655
AC239800.1,2.696296768,-0.716562131,1.578324994,-0.454001637,0.649827648,NA
VTA1,1017.264604,-0.006390495,0.102288524,-0.062475193,0.950184416,0.98944644
ESYT2,1972.538951,-0.140685106,0.08403378,-1.674149442,0.094101233,0.350959464
CD3EAP,149.3959829,0.671249012,0.209067962,3.210673726,0.001324242,0.012936499
AC074135.1,3.894154822,0.337696721,1.19426977,0.282764187,0.777357609,NA
POMT2,914.4382671,0.01007458,0.108386855,0.092950198,0.925943126,0.983093862
AL031666.2,5.230335893,-0.317616306,1.063488596,-0.298655112,0.76520321,NA
TRAF3IP3,14.45739374,0.078697487,0.653630023,0.120400661,0.904165768,0.977247696
AC243967.1,2.388573053,-0.71935275,1.543105517,-0.466172107,0.641092313,NA
FAM76A,451.2995079,0.303017111,0.143492935,2.111721467,0.034710347,0.177075837
ABHD17AP1,1.950371038,-0.444668668,1.773803923,-0.250686483,0.802056512,NA
IYD,3.057769121,-0.579042721,1.472504856,-0.393236544,0.694144781,NA
ZNF460-AS1,213.690548,-0.20507622,0.183657291,-1.116624445,0.264154935,0.637404366
BICD2,476.4892297,0.024312432,0.128093538,0.189802175,0.849464151,0.964268826
MZF1-AS1,147.9004716,0.059406223,0.208400558,0.28505789,0.775599791,0.944665544
TMLHE,1335.671966,-0.022949008,0.101249105,-0.226658876,0.820689007,0.95783074
KCNQ5,966.9546987,0.099386789,0.106569846,0.93259766,0.351027742,0.7288593
TTC37,3682.412447,-0.063033053,0.07310861,-0.862183717,0.388586429,0.761238711
AL121904.2,1.647117315,-1.66543598,2.008889768,-0.829033034,0.407085715,NA
ECI2,528.0140137,0.228018653,0.127141696,1.793421515,0.07290555,0.295707126
DCLRE1B,53.59870689,0.284868092,0.343724623,0.828768358,0.407235496,0.776197253
AC006504.5,1116.379892,0.230867798,0.095659061,2.413444125,0.015802551,0.098875907
MYL12B,598.8260349,0.497286073,0.12149492,4.093060617,4.26E-05,0.000618447
FOXO3,4137.612563,-0.033366775,0.071976254,-0.463580326,0.642948452,0.896154398
PGLYRP1,14.26510999,0.471038357,0.649934367,0.724747577,0.468606902,0.819515223
AC104532.2,59.37320407,0.012742024,0.325617219,0.039131911,0.968785219,0.993772709
AC010327.4,3.801007907,0.265125583,1.223956405,0.216613583,0.828509499,NA
ARMC2,938.7144637,-0.124674697,0.100542786,-1.240016339,0.214969351,0.572015647
GHRH,2.636978469,0.693410987,1.648001815,0.420758631,0.673931343,NA
AC011477.2,12.19611381,-0.022419299,0.69666541,-0.032180871,0.974327811,0.994419032
AP001109.1,0.52798836,1.2536605,3.497181385,0.358477403,0.719986076,NA
AC011471.2,14.27604035,-0.410877308,0.648531047,-0.633550714,0.526374074,0.850784587
AC027514.2,0.638499288,2.25777353,3.48169618,0.648469428,0.516681378,NA
AL158154.3,3.507124972,0.861397023,1.39192861,0.618851439,0.536014232,NA
RPN2,1182.445677,0.079874078,0.100377539,0.795736564,0.42618517,0.790428035
AC016168.2,44.9839257,0.80103147,0.368369807,2.174530744,0.029665299,0.157157644
EFCAB6-AS1,18.06708128,0.68054413,0.576566502,1.180339349,0.237865274,0.604442185
AL360093.1,5.475644559,0.885144698,1.031684852,0.857960351,0.390914357,NA
AC011477.3,356.3758891,0.003504826,0.14870577,0.023568862,0.981196509,0.995737552
FBXL5,2739.511897,-0.024416243,0.077519363,-0.314969595,0.752784739,0.938728065
CYP4F24P,186.7707516,-0.027716937,0.188625192,-0.14694186,0.883177911,0.973034763
LINC01926,2.933489191,-1.174066791,1.45433958,-0.807285181,0.4195022,NA
FAM95B1,2.988483026,0.399404106,1.403076592,0.284663081,0.775902278,NA
MED28,686.0825948,-0.01107889,0.115786849,-0.095683491,0.923771953,0.982525653
NDUFA3P1,1.382139689,1.571268552,2.361821393,0.665278313,0.505872499,NA
AL450423.2,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
TOGARAM1,2953.200021,-0.10078433,0.076459336,-1.318142889,0.187455819,0.529723306
SLC16A7,2659.09048,0.021004143,0.085005339,0.247092047,0.804836989,0.953076311
RXYLT1,723.934054,0.141096425,0.116642119,1.209652448,0.226412284,0.589279015
LINC00907,403.2644713,-0.445421707,0.137729156,-3.234040788,0.00122052,0.012100376
AC013290.1,0.798508707,1.464340976,2.955891564,0.495397393,0.620319634,NA
AC005400.1,147.1853336,-0.237982163,0.210368127,-1.131265303,0.257943443,0.629889335
DLL1,983.1740835,0.612383136,0.104524205,5.858768664,4.66E-09,1.42E-07
ZNF430,914.4783899,-0.045795146,0.102895831,-0.44506318,0.656274096,0.903418638
NFIX,2838.019156,0.372891895,0.078033494,4.778613357,1.77E-06,3.49E-05
ANKRD13B,4.119004744,0.283417344,1.180651009,0.240051752,0.810290137,NA
AC008474.1,4.371971064,0.146702164,1.188171054,0.123468893,0.901735806,NA
PMFBP1,49.63906878,-0.137205682,0.349927193,-0.392097798,0.694985954,0.917602172
AC008805.2,1.343214805,-0.647493805,2.097827788,-0.308649646,0.757588051,NA
AC137494.1,117.221988,0.502420835,0.254883365,1.971179384,0.048703361,0.223861446
CCNI,2290.571968,-0.02393865,0.086602352,-0.276420315,0.782225256,0.946694266
RARRES1,366.4371463,0.055058503,0.142963184,0.38512365,0.700145806,0.919839727
MFSD1,750.8354925,-0.066580725,0.111163395,-0.598944685,0.549209772,0.859436846
RAB3GAP2,2666.658221,-0.16631096,0.077794493,-2.137824324,0.032531004,0.168933782
AP001029.3,3.77743528,0.584966984,1.231169161,0.475131284,0.634693402,NA
EEF2KMT,71.13319952,0.121452625,0.303881127,0.399671497,0.689398488,0.916411826
AP003778.1,22.71931894,-0.637224383,0.515768456,-1.235485372,0.216649917,0.575228022
LINC01864,13.82874202,-0.590686625,0.695742495,-0.849001792,0.395880295,0.766877636
AC011446.1,5.109214226,0.697445202,1.073266013,0.649834425,0.51579918,NA
AC007682.1,331.7048033,0.123539774,0.179832466,0.686971475,0.492100704,0.833044729
MGST1,1839.08121,0.470464449,0.109329153,4.303193022,1.68E-05,0.00026991
ZNF285,368.9596972,-0.119023698,0.140238383,-0.848724121,0.396034821,0.766895502
AC010327.3,2.453907413,1.072487,1.560012387,0.687486208,0.491776389,NA
AC021683.2,15.90348461,0.806241806,0.655224994,1.230480847,0.218517095,0.57810116
PPL,48.66860768,-0.202049844,0.354640602,-0.56973128,0.568859971,0.868192796
AP005131.3,35.7995554,0.891837533,0.423495205,2.105897591,0.035213249,0.178812402
POMK,509.5888555,-0.095143538,0.12383977,-0.768279346,0.442321243,0.802392978
AC008735.2,117.6432306,0.570164269,0.239839796,2.377271324,0.017441254,0.106386167
TEX45,10.18451732,0.143320793,0.772313774,0.185573271,0.852779416,NA
AC021148.3,26.7637982,0.037430409,0.48153845,0.077730884,0.938042127,0.986525587
CRY1,1172.023742,0.002944094,0.095322528,0.030885608,0.975360768,0.994419032
LINC00839,482.7647308,-0.114403283,0.131006571,-0.8732637,0.382519361,0.755109744
CASQ2,7.706863805,0.486546521,0.934148764,0.520844795,0.602474895,NA
AC022517.1,1.421182371,-0.532877461,2.136244109,-0.249445959,0.803015838,NA
AC006116.8,187.8566829,0.156979318,0.193058743,0.813116857,0.416151063,0.783847696
AL354893.1,8.02339372,-0.323652787,0.871354583,-0.371436375,0.710312537,NA
AC015802.4,11.48440154,1.745676613,0.7518884,2.321723028,0.020247854,0.118985395
INPP5B,788.0686782,-0.278271873,0.10983129,-2.533630191,0.01128878,0.076247441
AL512283.2,3.631494874,-4.20140124,1.69039797,-2.48545095,0.012938742,NA
PKD2,5341.317295,-0.262908861,0.0697074,-3.771606209,0.0001622,0.002041121
ABCG2,267.328172,-0.56140315,0.192959302,-2.909438124,0.003620791,0.030429745
LINC00868,4.690654285,-0.216152569,1.104363836,-0.195725867,0.844824737,NA
MYCNUT,3.351686675,0.891339265,1.343129766,0.663628554,0.506928077,NA
UNC13B,1208.939408,0.200107445,0.095924754,2.086087645,0.036970685,0.185141882
LINC01836,0.408705541,0.200610758,4.020024049,0.049902875,0.960199786,NA
AP005131.4,4.758160551,1.876147855,1.196254392,1.568351906,0.116799029,NA
AL139243.1,7.089209781,-0.12257077,0.906007282,-0.135286738,0.89238517,NA
TGIF2,33.43639018,0.332610535,0.428787861,0.775699513,0.437926427,0.799245637
LDLRAD4-AS1,19.41189598,0.456311865,0.560647509,0.813901528,0.415701365,0.783521858
AP001981.2,3.948860465,0.293975017,1.207157403,0.243526665,0.807597431,NA
AL020997.5,0.489073721,0.195938285,3.837461996,0.051059342,0.959278234,NA
ANKRD13C,2279.350917,-0.039322035,0.080198133,-0.4903111,0.623913773,0.888998234
AL589794.2,8.007326139,0.057767069,0.860171271,0.067157636,0.946456211,NA
LINC01482,19.14343106,0.113682837,0.575124615,0.197666443,0.843306046,0.962854042
AC099811.3,0.721816177,1.107442109,3.088236556,0.358600156,0.71989423,NA
SGIP1,14569.38091,-0.18324043,0.070099529,-2.614003711,0.008948806,0.063764352
PHF3,3532.005164,0.153483488,0.078630908,1.951948564,0.050944312,0.231323788
SLC9A6,754.3303222,-0.209157766,0.10817828,-1.933454357,0.053180251,0.238871997
AC025809.1,651.8785048,-0.171918631,0.113688624,-1.512188508,0.130485914,0.43005181
AC002546.1,36.36726126,0.259667227,0.430902526,0.602612451,0.546766535,0.858291632
AC015961.1,7.301849062,-0.335281072,0.895388984,-0.374452978,0.708067334,NA
AC008742.1,57.58702683,0.05621742,0.336098844,0.167264543,0.867161902,0.96968813
AC010327.5,26.93165706,-0.072295653,0.514759218,-0.140445573,0.888307953,0.973740324
SETD4,682.9810134,0.025977785,0.116806276,0.22240059,0.824002052,0.958222168
FAN1,1018.355553,0.115061054,0.101590111,1.132600921,0.257381882,0.629381666
AC099791.4,2.377342953,-1.584728352,1.87678479,-0.844384695,0.398454472,NA
Z84468.2,21.98127635,0.178124778,0.541686147,0.328833918,0.742281224,0.935241934
ZC2HC1B,201.8977336,0.112380343,0.189284467,0.593711386,0.552705166,0.860427084
AL590138.1,1.681710003,-0.526043978,1.93552251,-0.271783963,0.785788137,NA
AL021707.9,11.48884487,-0.32301909,0.719906413,-0.448695948,0.653651008,0.901728375
CNR1,314.8325407,-0.338002989,0.176804824,-1.911729449,0.055910905,0.246791521
KF456478.1,13.57687777,0.44827273,0.676373021,0.662759625,0.507484516,0.841523459
SPCS2,2308.843671,0.330407148,0.083519452,3.956050255,7.62E-05,0.001038438
AC090771.2,2.296812083,-1.524251967,1.667573688,-0.91405374,0.360688608,NA
USP35,96.9273172,0.037363143,0.26017598,0.143607197,0.885810657,0.973270559
AL121899.3,4.220743781,0.778187582,1.180350798,0.659285006,0.509712769,NA
ELOVL4,621.030167,-0.091083002,0.118112773,-0.771152855,0.440616335,0.801547136
ZNF224,673.8363962,-0.13406837,0.121430439,-1.104075476,0.269560398,0.643036451
