,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MRAS,1062.491574,0.189849156,0.096704228,1.963193959,0.049623641,0.227016464
WASF2,1295.849673,0.235947993,0.091997356,2.564725796,0.010325737,0.071199908
C12orf40,1085.874331,-0.178315438,0.11202136,-1.591798543,0.111429978,0.39067266
SLC13A3,801.0862791,-0.45273724,0.106433318,-4.253717232,2.10E-05,0.000329413
AL512353.1,13.68472867,0.244613891,0.661282188,0.369908482,0.711450681,0.92507221
HMGB1P14,2.0733124,1.169891105,1.750042261,0.66849306,0.503818911,NA
AC095050.2,0.534122246,1.053442115,3.450813605,0.305273549,0.76015782,NA
ACTR3BP4,0.644633173,1.694518537,3.787629619,0.447382323,0.654599037,NA
ERG,15.91848918,0.255728823,0.618413305,0.413524129,0.679222648,0.912959906
LINC02057,16.05367537,0.392048271,0.619565358,0.632779522,0.526877631,0.850784587
ETS2,105.6622584,-0.048978669,0.251469627,-0.194769719,0.845573229,0.963485758
AC097713.1,2.977300276,-0.056392366,1.364020643,-0.041342751,0.967022652,NA
HERC2P3,1054.9737,-0.0147168,0.113368447,-0.129813896,0.896713668,0.976059961
TSPAN18,225.3690469,1.736044375,0.18510717,9.378590647,6.69E-21,7.03E-19
PRKRA,1221.096471,-0.005687829,0.092661214,-0.061383063,0.951054141,0.989486615
LINC00939,1.877337051,-0.365170632,1.801016939,-0.202758022,0.83932417,NA
MTHFD2P6,0.56871496,-0.646526862,3.368347235,-0.191941869,0.847787741,NA
LCA5L,86.40756368,0.398970227,0.277430457,1.438090938,0.150408253,0.46808048
PARP4P3,1.150772934,0.560919883,2.551028957,0.219879857,0.825964724,NA
AC134312.1,2.191397397,-1.971348652,1.751935344,-1.125240528,0.260487124,NA
TMEM164,1345.523707,0.090944227,0.093054656,0.977320548,0.328410484,0.706390322
AC027613.1,12.78825035,0.409841056,0.694052538,0.590504369,0.554852557,0.861987223
AC079193.2,169.1965754,0.153736513,0.200232137,0.767791398,0.442611126,0.802714275
MX1,189.9105968,0.227071829,0.187466815,1.21126413,0.225794191,0.588371203
PGAM1P9,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
CREB3L1,1082.495232,-0.043668532,0.100699095,-0.433653666,0.664539957,0.907377306
C1QTNF7-AS1,1200.586705,-0.137394051,0.095749658,-1.434929939,0.151307063,0.469836671
KCNJ6,2355.194053,0.723672855,0.233420277,3.100299872,0.001933248,0.017934193
AC010226.1,292.1199874,0.144422381,0.167234812,0.863590417,0.387812931,0.760819764
AL158069.1,1.007252546,1.788099959,2.679349703,0.667363412,0.504540031,NA
AC010181.1,2.542921953,-0.786229173,1.501324573,-0.523690338,0.600493937,NA
RNF111,3266.69373,0.072449485,0.077419793,0.935800553,0.349375887,0.727398076
CCNB2,7.997770205,0.028268936,0.862615764,0.032771179,0.973857062,NA
RRH,102.4525297,-0.37533616,0.262962977,-1.427334618,0.153483467,0.47392126
FAM81A,156.9829268,-0.422856162,0.203496284,-2.077955203,0.037713485,0.187951337
LINC02149,6.070473534,-0.709951816,0.977830879,-0.726047655,0.467809557,NA
MYO1E,180.0533221,0.42516737,0.193097842,2.201823524,0.027677777,0.149876961
AC036214.1,222.8379716,-0.253106871,0.179543196,-1.409726887,0.158620342,0.483283979
APPL1,1882.581723,0.101368375,0.082927895,1.222367643,0.22156863,0.581920807
ZNRF2,1042.464188,-0.155338872,0.100126011,-1.551433745,0.120797774,0.410051893
AC010468.1,6.406831965,-0.937494338,1.016148931,-0.922595408,0.35621809,NA
AC002460.1,0.912857947,1.989032151,2.765517191,0.719226103,0.472001619,NA
AF131216.2,0.368753258,0.207459319,4.020043865,0.051606233,0.958842453,NA
PWWP3B,86.59448974,0.229757531,0.28505824,0.806002067,0.420241658,0.786560549
AFAP1L1,168.1320394,-0.275873972,0.198481962,-1.389919609,0.16455329,0.493267198
AC020703.1,11.23751505,-0.226744869,0.742229287,-0.305491677,0.759991708,0.941464473
LINC01088,239.9788594,0.556457298,0.169632875,3.280362358,0.001036738,0.010512606
LINC01411,969.820682,-0.10292293,0.100676203,-1.022316361,0.306631192,0.683741425
FTH1P24,0.285426124,0.206457821,4.076224843,0.050649272,0.959605,NA
VPS26C,929.0946034,-0.220000536,0.1120133,-1.964057269,0.049523451,0.226752422
LINC02174,4.400794836,-1.340984334,1.235354039,-1.085506091,0.277697567,NA
AC091868.2,2.249951597,-0.989189648,1.699850951,-0.581927285,0.560615661,NA
DYRK1A,5499.139546,0.010463188,0.070758652,0.1478715,0.88244418,0.972681903
C2CD2,519.11516,0.969057027,0.125056782,7.748936223,9.27E-15,5.38E-13
NCOA4P3,0,NA,NA,NA,NA,NA
AC110373.1,1.514028335,-0.145326618,2.022385308,-0.071859016,0.942714106,NA
AC110775.1,0,NA,NA,NA,NA,NA
AC026785.3,1.126199794,-1.234565771,2.248903742,-0.548963367,0.58303059,NA
AL162385.1,13.04210354,-1.416333219,0.723420797,-1.957827623,0.050250243,0.229048866
TMEM132D-AS1,3.420744062,0.983809492,1.492308756,0.659253313,0.509733117,NA
HSPD1P5,1.731043346,0.851481181,1.772050365,0.480506196,0.630867498,NA
WDR19,662.4284224,0.016912294,0.11439162,0.14784557,0.882464645,0.972681903
GEMIN8P4,0.736569536,0.18394957,2.887723392,0.06370055,0.949208666,NA
AP3S2,1346.122046,-0.049148578,0.092580052,-0.530876538,0.595504337,0.881620287
ENPP7P1,276.7587325,-0.036098906,0.167557401,-0.215442029,0.829422705,0.960110689
FMNL2,10628.31366,-0.15414881,0.067103956,-2.297164259,0.021609401,0.124957694
AC020900.1,3.072120865,0.157026887,1.341562707,0.117047743,0.90682222,NA
WFDC9,1.862942238,0.457162298,1.855763587,0.246347273,0.805413419,NA
AC008534.1,55.27548093,-0.510142802,0.344722593,-1.479864713,0.138909354,0.446002644
AC106744.1,2.785484189,-0.454284684,1.428255205,-0.318069686,0.750432078,NA
SPPL3,4810.010744,-0.180068637,0.072804478,-2.473318166,0.013386491,0.086758273
AC093433.1,1.360315464,2.095874322,2.249098834,0.931872931,0.351402198,NA
AC026780.1,18.09996335,-0.354178626,0.604714052,-0.585696041,0.558079795,0.86357524
SEMA6A-AS2,149.6559734,-0.385962642,0.212031338,-1.82030942,0.068711898,0.28503158
AL121809.1,1.464356936,-0.956524549,2.305666051,-0.414858235,0.678245685,NA
DPYSL5,1006.015967,0.350239392,0.097957341,3.575427723,0.000349656,0.004058097
TDRP,612.7128965,0.024053084,0.115724616,0.2078476,0.835347965,0.961187685
ACAN,221.8799948,-0.402626489,0.183263945,-2.196976002,0.02802216,0.151267247
LINC02224,36.19337151,0.108706875,0.435061964,0.249865269,0.802691543,0.952780718
SLC34A2,2.332301668,0.808365735,1.712337144,0.47208328,0.636867346,NA
AC079921.1,866.5323361,0.245486038,0.11248215,2.182444397,0.029076751,0.155001001
TMEM150C,563.9327745,-0.064523224,0.121077988,-0.532906308,0.594098439,0.880672786
LINC02265,5.65233707,0.035452068,1.03203709,0.034351544,0.972596823,NA
AC069368.1,169.2073772,-0.32359531,0.217183044,-1.489965811,0.136233226,0.440885473
AC095059.2,1.013386431,1.645218214,2.704596487,0.6083045,0.542985537,NA
TAB3,782.5492585,0.010862638,0.119322521,0.091035942,0.927464032,0.983346537
FAM71C,3.627956399,0.662093269,1.285879717,0.51489518,0.606626269,NA
AC008892.1,313.6188017,0.309433275,0.163432567,1.893339132,0.058312784,0.254136635
C9orf43,30.45752965,0.183169499,0.456198565,0.401512658,0.68804272,0.916087305
AC108063.1,9.010429669,0.366370552,0.798534146,0.458803864,0.64637502,NA
CASC16,5.239120515,-1.273542703,1.093392855,-1.164762233,0.24411525,NA
RAB28,3203.089122,0.003555179,0.07633325,0.046574454,0.962852393,0.992509894
PALM2AKAP2,479.5753266,0.318328366,0.13049332,2.4394227,0.01471075,0.093385273
AL031963.1,37.7954671,0.170520727,0.409802202,0.416104955,0.677333204,0.912238306
DGKI,11315.9301,-0.028100863,0.068924932,-0.407702445,0.683492142,0.914649373
AC121251.1,0.423621563,1.883916184,4.039940905,0.466322708,0.640984527,NA
TMEM268,375.4207677,-0.114777092,0.146621864,-0.782810206,0.433738573,0.796571766
AC108199.1,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
AC105389.2,2.737358912,1.165367908,1.473206451,0.791041817,0.428919589,NA
AL020996.1,56.28679498,-0.174178192,0.334928677,-0.520045621,0.603031778,0.884312395
UBN2,2734.239556,-0.044896549,0.077193546,-0.581610139,0.560829312,0.864787289
BRAF,7450.285474,-0.076413387,0.069811564,-1.094566329,0.273706673,0.647359177
AP000311.1,992.8570387,0.023074897,0.101941467,0.226354378,0.820925808,0.95783074
ZNF618,675.0092364,0.162508203,0.111341074,1.459553033,0.144412955,0.457218482
CACNA2D3,11144.55133,0.119650307,0.074442257,1.607290152,0.107990734,0.382952859
WFDC11,3.613489369,-0.554458132,1.260124904,-0.440002519,0.659935283,NA
AC111198.1,3.915207242,-1.366713629,1.26647975,-1.079143688,0.280523678,NA
RAPGEF6,5127.598309,0.083836217,0.073485532,1.140853378,0.253930944,0.624734482
EPB41,326.5009482,0.70353313,0.153868497,4.572301311,4.82E-06,8.66E-05
ALG1L9P,723.0781076,-0.2030801,0.111350294,-1.823794915,0.068183083,0.283775041
ALG8,735.6654889,-0.065328108,0.115091169,-0.567620504,0.570292681,0.869285139
AC010273.2,96.62828729,-0.135978889,0.256480743,-0.530171923,0.595992736,0.881912781
LINC00992,4.969766727,0.229539767,1.202181087,0.190936099,0.848575658,NA
AL355355.1,0.763905747,0.396171285,3.241901426,0.122203372,0.902737956,NA
BBS10,233.8927678,0.027271969,0.174058652,0.156682641,0.875494969,0.971146818
CFAP298,571.9832414,0.10373937,0.119231606,0.870066029,0.384264321,0.756916559
MTCO3P44,0.945476037,1.953068658,2.794684616,0.698851186,0.484645036,NA
SYNJ1,1591.020359,-0.1674912,0.087600139,-1.91199695,0.055876585,0.246691023
PAXBP1,3883.991044,-0.096341735,0.07623523,-1.26374295,0.206322304,0.558713264
AC024028.1,1.452089164,-0.680394695,2.19441573,-0.310057336,0.756517355,NA
AC012613.1,85.57217928,-0.22143815,0.277259166,-0.798668455,0.424482683,0.789353682
AC096759.1,2.914597033,0.399798666,1.39431168,0.286735507,0.774314848,NA
IFNAR2,1218.031419,-0.243255547,0.095794834,-2.539338899,0.011106218,0.075221468
HMGA1P2,0.534122246,1.053442115,3.450813605,0.305273549,0.76015782,NA
IFNGR2,1420.288892,0.029501909,0.090757998,0.32506126,0.745134708,0.936048931
GART,948.1471825,-0.018662695,0.102728142,-0.181670713,0.855841151,0.965477432
AC002070.1,131.0251501,-0.095486212,0.233373003,-0.409157062,0.682424403,0.913965075
SON,5270.312235,0.103982123,0.076874724,1.352617849,0.176177747,0.512781218
CDC42SE2,2210.016519,-0.031573443,0.07981977,-0.395559182,0.692430254,0.916755543
DONSON,278.9550028,0.158037964,0.159861406,0.988593604,0.322862017,0.701110267
LINC02102,82.30828084,0.465832477,0.276421013,1.685228169,0.091944558,0.345941383
LINC02484,6.191592689,-0.383364024,0.974953457,-0.393212641,0.694162434,NA
AC008906.1,9.165004818,0.406614134,0.843052128,0.482311971,0.629584344,NA
AC008852.1,6.375648568,-0.244269815,0.968957418,-0.252095511,0.80096724,NA
EDA,1235.688763,-0.065725154,0.110159406,-0.59663679,0.550749903,0.859981667
LINC01948,257.4703997,0.317590053,0.168788422,1.881586715,0.059892151,0.258749119
NPHP3-AS1,56.73546525,0.670888536,0.368487085,1.820656852,0.068659035,0.28503158
VWA5B1,7.845568317,0.305457575,0.86064514,0.354916982,0.722651786,NA
CDA,3.188492106,0.079513436,1.373085367,0.057908589,0.953821441,NA
AC021127.1,127.4411147,0.665837086,0.232110513,2.868620977,0.004122655,0.033978888
AC091180.2,34.59210176,-0.487094643,0.424235827,-1.148169515,0.250898592,0.620778522
ZNF771,295.6341783,0.121946986,0.160437188,0.760091766,0.447199734,0.80622096
AL158070.1,0.687835117,-1.429657368,2.916114905,-0.490260986,0.623949231,NA
AP001610.2,15.87642601,0.002277346,0.645066521,0.003530404,0.997183151,0.999687581
SPATA2P1,0,NA,NA,NA,NA,NA
AL162419.1,0.963877694,1.597644182,2.729893687,0.58524044,0.558386057,NA
MTND4P2,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
FCER1G,8.569632717,0.143620282,0.850446377,0.168876353,0.8658939,NA
MPZ,63.25105264,0.085510993,0.31682058,0.26990353,0.787234471,0.94870071
SSC5D,65.10285075,0.518508323,0.324017587,1.600247468,0.109543695,0.386537721
CCAR2,323.4821972,-0.236814297,0.150908844,-1.56925393,0.116588782,0.4014441
ADGRL3-AS1,68.71142199,-0.188019476,0.346264107,-0.542994415,0.587133648,0.876614819
HAS2-AS1,910.5511777,0.19145094,0.103546193,1.848942339,0.064466139,0.272489402
CACHD1,2286.828402,-0.176449956,0.085620264,-2.060843413,0.039317981,0.193489097
AC092608.1,16.44480592,-0.401054935,0.609534222,-0.657969513,0.510557722,0.842578064
AC095059.1,28.83393057,0.559399644,0.517994609,1.079933334,0.280171868,0.655248083
LINC00652,11.51418641,-0.42932986,0.72524315,-0.591980579,0.553863594,0.861202639
AC109454.2,53.73441948,0.092238972,0.34297595,0.268937144,0.787978053,0.948924115
AC024558.1,4.622788756,0.859575419,1.162615025,0.73934656,0.459696584,NA
NRXN1,158049.9244,-0.31951679,0.077419249,-4.127097543,3.67E-05,0.000541796
C5orf34-AS1,13.93806336,0.285025967,0.648311981,0.439643221,0.660195532,0.905606089
CBR3,142.4902008,0.389339231,0.214820348,1.812394566,0.069925252,0.288272925
TUBBP5,7.807761676,-0.433182783,0.906708644,-0.477753009,0.632826011,NA
OTX2-AS1,271.9927713,2.741985788,0.199311687,13.75727548,4.61E-43,1.56E-40
GJD2,24.39542589,0.044554477,0.497822227,0.089498771,0.92868553,0.983652262
ACTC1,50.65893349,0.0027959,0.357344481,0.007824102,0.993757333,0.999075547
MORC3,1691.481673,0.009103308,0.086808283,0.104866812,0.916481494,0.979797863
AC105290.1,17.11312903,-0.116058855,0.588525923,-0.197202622,0.843668979,0.962969364
AC008676.1,59.24169559,-0.042927626,0.329086325,-0.130444881,0.89621446,0.976059961
CHAF1B,37.79144719,-0.103218886,0.401303202,-0.257209227,0.797017261,0.951652425
CDKL4,32.97216133,-0.367771221,0.434906737,-0.845632384,0.397757854,0.768093178
LINC02117,36.96081157,-0.838922131,0.422965232,-1.983430475,0.047319366,0.219866201
AC022784.1,84.83329062,-0.157964459,0.277207295,-0.569842359,0.568784623,0.868192796
SIM2,143.7760147,-0.344447032,0.213524031,-1.613153471,0.106711169,0.380563965
AC034226.1,78.99315534,-1.004419511,0.287878262,-3.489042567,0.000484754,0.005451248
B3GNT3,1.878111368,-0.447918651,1.814782743,-0.24681668,0.805050101,NA
HLCS,3710.414705,-0.043138328,0.074443859,-0.579474633,0.562268958,0.865178847
AC015971.1,352.8920778,-0.030251447,0.149270219,-0.202662308,0.839398985,0.962138868
SEPHS2,210.8349995,0.108281689,0.181807209,0.595585233,0.551452344,0.859991704
IGF2BP1,3.095646115,0.017499161,1.33007514,0.013156521,0.989502918,NA
AL354989.1,54.24514162,-0.078511489,0.341579644,-0.229848266,0.818209678,0.957142373
CLIC6,94.51258126,1.001413586,0.361795241,2.767901484,0.005641851,0.044032831
CCR8,1.603652018,0.78926679,2.058598344,0.38340009,0.701423137,NA
AMD1P1,0.969101979,-1.207080168,2.693821046,-0.448092189,0.654086665,NA
TNNI1,1.652639546,-0.693803996,2.074579726,-0.334431108,0.738054269,NA
MIR646HG,2317.822564,-0.002171515,0.100497551,-0.021607636,0.982760942,0.996290526
AC002381.1,0,NA,NA,NA,NA,NA
AC115618.2,12.98741339,0.004548964,0.670713781,0.006782274,0.99458857,0.999173213
AC022140.1,2.422564358,0.538723408,1.514502905,0.355709723,0.722057963,NA
AC116634.1,7.115331063,-0.726362019,0.93418906,-0.77753214,0.43684488,NA
ZNF648,6.575039198,0.31215095,0.944288894,0.330567215,0.740971414,NA
FLJ42969,2.607610038,-0.243577356,1.462318671,-0.166569272,0.867708973,NA
R3HDM2P1,0.279129575,-1.4721262,4.038101814,-0.364558961,0.715440654,NA
AC126768.1,5.680394284,0.018600825,1.023970692,0.018165389,0.985506914,NA
GDNF-AS1,1301.053677,-0.343403,0.094171536,-3.646568944,0.000265765,0.003188436
ATP5MC1,772.3900296,0.556289205,0.112825063,4.930546378,8.20E-07,1.73E-05
AC084024.2,26.1272136,0.281772312,0.51442867,0.547738351,0.583871574,0.874813837
RCAN1,1606.183589,-0.117906457,0.087524603,-1.347123582,0.177940434,0.516045833
AC023794.1,3.846269422,-0.819379962,1.324626912,-0.618574147,0.536196938,NA
LINC02585,37.22981088,-0.006046282,0.402136418,-0.0150354,0.988003938,0.998015808
CIART,132.8069406,-0.181673029,0.220913843,-0.822370506,0.41086606,0.77906744
SNF8,555.8647041,-0.054323735,0.123869325,-0.438556804,0.660982702,0.905754979
AC106882.1,0.353837236,-1.468741107,4.037340726,-0.363789238,0.716015399,NA
AC018832.1,186.4633234,0.554204981,0.199733982,2.774715529,0.005525001,0.04324686
AC008517.1,12.09771775,-0.376838299,0.719311932,-0.523887179,0.600357013,0.882947872
AC093495.1,56.91192749,0.437560896,0.339470208,1.288952274,0.197414679,0.545592141
AC094105.2,0.864123527,0.784019459,2.619920827,0.299253111,0.764746928,NA
NPM2,139.5369826,-0.040266113,0.220394886,-0.182699852,0.855033532,0.965415021
AC118465.1,26.63652094,0.273087717,0.490474965,0.556782173,0.577676266,0.87287035
AL021707.2,68.29048294,0.26558252,0.316032672,0.840364125,0.400704257,0.769793066
AHCYL2,4145.83519,-0.364993846,0.075368335,-4.842800987,1.28E-06,2.60E-05
AC010245.1,15.28903148,0.30576611,0.650122087,0.470321061,0.638125652,0.894598344
AC022447.4,0.826193219,1.475636031,2.92815799,0.503946862,0.614298718,NA
B4GALT5,1230.492979,-0.107899292,0.093028147,-1.159856404,0.246107275,0.61406935
LINC01121,97.18762122,1.199737369,0.265610933,4.516897538,6.28E-06,0.000109394
ARMCX3-AS1,11.72570351,0.045122676,0.713764806,0.06321785,0.949593031,0.989306994
SERBP1P6,3.812684514,1.712627657,1.347055112,1.271386479,0.20359119,NA
LINC02397,69.44747242,-0.40180805,0.323006566,-1.243962486,0.21351337,0.569692419
USP46-DT,67.82694174,0.089207185,0.302539759,0.294861029,0.768100043,0.942369969
FLJ46284,213.0585999,0.221645645,0.188280239,1.177211411,0.239111135,0.605891832
FAM86C1P,56.00944219,-0.006007566,0.333263591,-0.018026471,0.985617736,0.997103925
SLC35B4,1004.383325,-0.178664065,0.099852966,-1.789271489,0.073571103,0.297412289
DNAH3,67.24472901,0.363371175,0.302728005,1.200322301,0.230014192,0.594532304
KATNBL1P6,0.632365402,2.267762326,3.494328342,0.648983754,0.516348877,NA
AC079741.1,1.721787844,0.506678557,1.889162277,0.268202771,0.788543242,NA
CPA2,3.604133202,-0.666535161,1.277914663,-0.521580337,0.601962557,NA
AC021660.2,2.835266498,0.155617027,1.464350237,0.10627036,0.915367848,NA
NCF1,1.668941513,-0.342984836,1.811363252,-0.189351769,0.849817123,NA
CPA5,1.218572418,-0.93604608,2.33436584,-0.400985169,0.688431043,NA
NRG2,4794.270249,-0.042214409,0.072047547,-0.585924309,0.557926381,0.863553678
TSR2,137.943293,-0.031099081,0.220949938,-0.140751705,0.888066097,0.973740324
HHIP-AS1,0,NA,NA,NA,NA,NA
KCNB1,1894.648746,0.083356745,0.083210906,1.001752648,0.316463072,0.694059286
AC034234.1,0.952211333,-2.151137102,2.569868737,-0.83706108,0.402558236,NA
AC046134.2,3506.857158,-0.022187222,0.075814257,-0.292652376,0.769787876,0.94277789
COL6A4P2,46.4890874,0.809008877,0.388555401,2.082094019,0.037333883,0.186538387
RHBDL2,584.8458172,-0.286212442,0.118418353,-2.416960152,0.01565073,0.098069644
AC096639.1,10.06426482,-0.105822414,0.777344298,-0.13613326,0.891715934,NA
H2BC5,58.76158283,0.159078357,0.321534703,0.494747086,0.62077866,0.887868154
AC114801.2,0,NA,NA,NA,NA,NA
TMEM150B,11.04941268,0.551340308,0.726628042,0.758765526,0.447992832,0.806651511
LINC01320,77.06201166,0.190613065,0.29348416,0.649483316,0.516026027,0.845498542
H4C8,11.68148262,-0.177349273,0.703976909,-0.251924843,0.801099156,0.952508339
LINC02048,0,NA,NA,NA,NA,NA
MITD1,705.3514157,0.06805089,0.109680718,0.620445337,0.534964632,0.854695589
EIF5B,1416.570189,0.200471385,0.091713655,2.185840089,0.028827307,0.153940269
RIBC1,12.80781959,0.485419932,0.683703487,0.709986041,0.477712792,0.826078641
TMSB15B,82.43147667,-0.126639496,0.27560753,-0.459492148,0.64588079,0.897227794
CATIP,7.676302949,-1.413158539,0.932823641,-1.514925734,0.129791212,NA
FMN1,97.22426043,-0.319572561,0.264158649,-1.20977512,0.226365196,0.589279015
CNOT11,455.7395164,-0.057329892,0.13111047,-0.437264023,0.661919884,0.906019383
LINC01846,9.882588091,-0.812105865,0.897735311,-0.904616155,0.365668774,NA
